ID_REF,pancreatic cancer saliva-1,pancreatic cancer saliva-2,pancreatic cancer saliva-3,pancreatic cancer saliva-4,pancreatic cancer saliva-5,pancreatic cancer saliva-6,pancreatic cancer saliva-7,pancreatic cancer saliva-8,pancreatic cancer saliva-9,pancreatic cancer saliva-10,pancreatic cancer saliva-11,pancreatic cancer saliva-12,Healthy control saliva-1,Healthy control saliva-2,Healthy control saliva-3,Healthy control saliva-4,Healthy control saliva-5,Healthy control saliva-6,Healthy control saliva-7,Healthy control saliva-8,Healthy control saliva-9,Healthy control saliva-10,Healthy control saliva-11,Healthy control saliva-12
212945_s_at,0,10.04,0,3.68,2.85,0.31,0,0.01,6.17,0,5.14,0,3.62,0,2.09,0.97,0,0,0,3.61,0,0.01,0,0
212946_at,51.58,60.96,0.02,60.31,125.39,34.02,0,0,0,19.77,119.81,51.19,58.18,0.12,0.08,0,0.01,49.82,25.61,10.62,196.42,10.67,41.75,16.29
212947_at,1.17,0.25,1.85,0.2,0.27,1.31,0,0,0,0.01,1.45,2.1,3.32,0,4.56,8.94,0.01,4.48,1.52,2.29,1.3,0.05,3.71,5.02
212948_at,1.34,4.31,3.41,0,0,0.4,1.8,4.12,0.94,0.75,0.81,1.94,1.31,0,0,1.69,3.41,0,0.02,0.07,4.07,0,0.01,0
212949_at,0,0.8,1.75,0,1.15,0.01,0.15,6.2,1.94,0,4.28,0,2.8,0,0,0.31,0.08,0,0.73,0.15,0,1.43,0,1.27
212950_at,91.57,133.62,3.22,61.88,91.84,0.01,0,2.25,4.92,0.41,97.87,3.63,51.47,4.13,76.4,0,1.34,75.73,2.68,0.38,0.19,31.11,3.94,56.59
212951_at,1.1,0.6,1.11,1.37,0.7,1.82,0,1.49,2.26,1.28,2.71,1.32,0.01,0,1.18,0,3.97,0.37,0,0.01,2.29,0,1.35,0.51
212952_at,0,0,1.17,2.77,0,0,0,0,4.13,1.23,1.26,3.3,0,2.21,3.72,4.04,1.12,0.01,0,0,3.01,0,0,0
212953_x_at,15.45,60.27,0,32.42,8.47,61.88,93.65,177.46,0.04,64.37,7.48,27.73,39.31,55.64,10.69,117.5,45.56,20.36,0.01,0.01,49.37,10.68,55.91,0.01
212954_at,0.02,0.27,0,2.19,1.86,0.44,0,3.89,1.18,0.04,0.71,5.86,3.67,2.06,0.67,2.03,0,1.7,2.99,2.96,6.17,5.34,1.33,0
212955_s_at,68.93,65.71,2.52,41.94,34.3,23.07,33.81,4.46,3.65,6.91,5.81,43.07,45.26,31.51,35.24,57.3,1.19,8.02,5.07,5.09,9.74,3.11,4.98,4.31
212956_at,0,0.87,2.62,2.9,8.05,2.13,0.02,0,0.12,3.41,1.06,1.54,0,0,0.02,1.33,4.88,0,1.93,0,4.78,1.88,5.57,0
212957_s_at,4.01,2.35,3.06,0.17,0,0.64,0,0,0.29,8.64,0,4.37,2.11,0,2.2,3.98,0,4.34,0,0,8.65,3.49,3.02,2.42
212958_x_at,139.64,183.32,176.11,176.36,218.38,151.87,185.99,196.2,125.38,139.01,189.93,223.09,154.6,152.55,130.75,187.76,178.75,157.12,187.42,132.41,136.52,172.28,114.33,131.58
212959_s_at,6.01,4.17,3.7,4.27,0,6.33,6.24,4.47,3.99,3.75,7.09,6.58,3.28,6.08,1.81,0.01,0.33,3.67,0.02,0,3.91,1.87,4.09,1.42
212960_at,0.39,1.43,2.04,2.54,0.62,0.92,1.17,0.01,1.9,1.22,1.54,1.88,1.8,1.36,3.59,3.61,0,2.41,0.01,0.88,0.33,3.98,4.62,1.86
212961_x_at,0,0,3.57,1.96,1.97,0.01,3.04,3.61,0.01,0.42,0,0.01,2.59,4.6,4.1,3.79,0,0.08,0.77,4.61,0,0.45,1.78,1.37
212962_at,2.02,0.55,7.5,0.01,2.01,3.95,4.06,3.43,0.01,1.29,2.04,0.01,0.88,2.35,0,0.56,0.01,5.97,0.49,0.01,0,1,2.17,2.47
212963_at,2.71,1.66,0,4.39,10.97,1.11,3.3,4.44,2.39,16.84,5.49,0,8.21,4.04,9.38,3.73,2.56,5.22,2.56,0,3.63,13.29,11.07,3.97
212964_at,0,2.02,3.97,0.43,0.82,0,0.51,2.37,1.67,0.46,2.36,0.51,0,0,0,0,11.06,0.06,0,5.78,12.06,0,1.44,0.01
212965_at,0,0,1.43,0.78,0.35,0,0,0.84,3.95,0.41,3.99,0,0,0,0,1.76,8.67,0,0,0,1.65,0,0.01,0.91
212966_at,1.84,2.99,4.46,0.01,0.11,0,0,1.33,0.09,2.86,0,0,0.09,6.18,4.87,2.55,0,0.57,5.19,0,1.49,0,2.04,1.92
212967_x_at,3.77,1.98,7.1,4.31,0.01,3.83,0,0,1.45,3.63,3.91,0,2.73,1.22,4.14,0.94,4.62,0.01,5.48,1.11,0,4.18,0,3.19
212968_at,1.41,2.88,1.33,1.82,0,2.41,0.13,0,0,3.41,2.84,0,0,0.51,2.88,0.71,0.02,1.24,0,0,3.17,2.75,1.06,1.27
212969_x_at,544.02,532.24,265.21,220.92,475.75,325.48,281.99,324.58,282.56,157.59,521.13,569.87,664.03,654.34,354.87,312.76,280.44,605.39,239.88,269.54,228.82,219.2,237.03,306.31
212970_at,0.89,0.87,0,4.57,1.74,0,1.71,3.3,1,0,1.01,0.86,0.35,0.68,1.64,0,0.17,2.84,3.12,0,6.51,2.45,2.9,0.7
212971_at,3.85,2.89,0.29,0.01,9.38,4.69,2.09,0.01,3.17,0,0,0.02,1.69,4.85,6.8,0,6.59,1.59,0,0,0.01,2.61,1.45,1.14
212972_x_at,0.01,0.03,0.2,1.57,0,2.63,0,0.58,0,1.48,0,1.47,1.44,1.81,0,1.26,0,1.52,0.01,3.82,6.73,0.01,0,0
212973_at,0,1.28,0,1.51,2.71,0,1.29,0,0.49,0.05,5.47,0,2.05,3.73,0,2.84,0,3.14,0,0,2.25,3.08,0,6.44
212974_at,55.79,167.14,13.54,96.05,189.71,103.19,5.61,127.75,23.94,124.22,68.01,43.17,74.59,27.75,37.59,98.21,185.83,103.03,167.49,136.78,105.23,32.29,99.25,55.31
212975_at,0.4,1.02,5.4,2.01,3.63,4.11,0.02,0.71,0.65,4.55,0.01,0,1.81,0,0,0,4.27,0,0,3.82,0.84,3.27,0.77,1.1
212976_at,1.1,12,0,1.45,0,0.65,1.31,0.85,0.82,2.47,0,1.2,0,1.92,1.23,0,0,0.26,0.97,0.58,0.68,0.21,9.55,0
212977_at,0,2.58,0,0.63,1.84,0.91,0,0.73,15.41,0,0,0,2.21,0.1,1.32,0.97,2.1,0,4.24,2.71,0.01,1.04,1.27,1.75
212978_at,11.33,1.51,6.39,4.24,1.74,4.91,2.8,4.18,18.76,2.37,2.14,5.33,3.63,2.79,0.7,3.18,0.66,1.49,0.65,6.43,5.09,32.34,0.01,12.78
212979_s_at,110.14,52.54,32.08,49.53,27.92,0,12.08,29.26,0,17.8,27.31,34.57,57.88,119.26,62.18,0,36.57,0.02,11.43,121.27,0.38,0.9,0,63.55
212980_at,5.15,2.41,2.45,6.58,0.49,1.61,0,0.01,0,0.61,0.01,0.85,1.08,7.04,0.78,0.28,5.07,4.53,0,0,0.01,0.23,2.43,1.38
212981_s_at,1.45,3.06,0.78,3.36,0,0.11,3.77,5.29,0.01,1.88,3.02,1.12,4.39,0.01,0,0.69,0,3.73,6.07,1.82,1.61,0.19,0,0
212982_at,4.05,0.17,0.01,1.07,2.57,2.71,0.01,0,0.69,3.99,1.62,4.59,4.06,3.8,0.69,5.32,4.39,3.45,5.92,1.97,1.43,0.89,0,1.75
212983_at,1.62,7.2,0,0.03,0,0.52,0,1.86,4.09,3.53,5.4,1.71,0,0,0.58,2.78,2.95,1.27,0,2.67,8.87,0,0.05,0.73
212984_at,0,0,3.54,0,1.13,0.1,2.28,0,2.01,0.39,0.1,1.42,0.92,0,0.59,0.01,4.49,0.26,2.89,0,2.21,0,3.65,0
212985_at,80.58,181.63,107.11,100.5,137.07,101.54,107.77,54.64,111.68,132.41,244.43,22.33,84.02,86.4,119.57,133.6,113.71,137.5,61.46,94.36,31.49,101.44,52.19,118.59
212986_s_at,2.53,0,1.37,3.55,0,1.54,6.4,0,1.32,0.55,2.85,1.93,18.54,0.53,1.27,0.01,5.12,1.76,6.27,2.75,2.75,8.2,2.99,0
212987_at,4.43,1.4,4.32,5.67,0,0.01,2.85,2.88,0.01,0,4.95,2.2,0.18,2.53,2.66,0,0,2.72,4.01,2.47,7.42,0,0.57,0
212988_x_at,48.88,4.53,2.87,14.84,2.56,0.72,106.68,0,2.79,46.29,1.94,0.08,10.97,0.03,1.26,0.75,464.51,0.01,2.31,6.45,0.02,0.02,333.35,0
212989_at,4.43,2.22,2.36,0.98,4.81,3.65,3.75,1.49,0.56,0.01,0.17,5.14,4.06,0,1.34,0,1.5,0.02,1.45,0,0,2.54,0,1.3
212990_at,0,0,0,0,0,1.33,3.69,0,0,6.4,2.21,0,0,2.4,0,2.65,1.54,3.58,3.38,0.26,2.93,0.01,2.91,0
212991_at,27.82,10.56,10.24,2.01,17.11,2.67,2.47,2.57,6.05,3.07,0.78,24.72,3.94,1.21,1.86,0,4.7,3.99,2.76,1.82,2.05,3.92,0.49,7.1
212992_at,0.4,3.06,0.14,0.92,0.71,0.31,1.54,0.01,0.35,1.81,1.46,2.3,0.4,0,2.93,1.44,1.18,3.19,0,1.54,2.08,0.84,1.25,2.05
212993_at,2.76,3.24,0,1.84,1.32,1.21,0,2.81,0,3.69,9.08,0,2.7,1.36,2.26,0.62,0.53,0,2.5,0.23,0.86,2.99,7.41,0
212994_at,25.11,27.72,1.01,15.97,5.07,3.11,11.88,0.74,5.38,5.05,79.87,39.06,15.67,2.07,22.77,4.26,10.61,42.83,5.98,1.83,0,38.24,2.18,34.96
212995_x_at,3.55,0,1.23,1.07,0,1.51,0,7.22,1.61,6.79,3.04,5.21,0.01,1.21,5.6,0,3.64,0,2.38,0,0,2.02,0.02,2.23
212996_s_at,309.9,239.61,190.87,239.36,217.93,127.84,135.53,97.7,226.73,210.2,166.75,36.08,196.54,114.71,216.95,94.74,76.53,116.01,33.47,24.81,14.74,178.92,5.28,170.42
212997_s_at,2.97,3.53,0,3.1,0,0.39,2.28,0,5.11,0.37,4.68,7.25,1.36,0.3,1.47,4.45,3.2,2.33,5.67,3.37,7.47,2.09,0,1.13
212998_x_at,2.49,0,0,0,2.35,0.03,0.96,2.14,0.59,2.04,0.01,0.26,3.56,2.55,0,1.3,2.49,0.68,0,1.6,1.58,1.77,0,2.02
212999_x_at,49.85,21.25,221.07,31.61,17.8,44.62,75.29,101.17,175.35,78.92,0,99.06,79.02,25.44,11.68,0.01,0.07,11.63,16.47,89.83,0.02,0.7,76.56,1.03
213000_at,6.36,0,0.94,0,0,4.66,0.27,1.85,3.46,2.19,0.23,0.45,0,1.71,0,5.47,0.01,4.25,0,2.99,0,0.01,0.02,2.69
213001_at,3.94,2.98,104.39,0.52,3.23,42.35,14.19,26.93,9.59,3.33,12.21,11.73,3.46,28.56,1.44,75,3.77,7.54,0.02,0,0,1.94,10.43,1.28
213002_at,3.34,2.69,2.81,0.01,1.84,0,1.66,0.26,3.94,0.47,0,1.06,2.33,5.78,1.27,3.67,0,5.48,2.34,3.4,0.05,0.98,7.8,0
213003_s_at,4.15,0.2,3.42,0,0.11,1.78,0.26,0,1.85,3.13,0,0,0,0.5,0,0.71,2.6,0,0.46,2.66,22.12,0,46.9,0
213004_at,12.57,5.84,3.81,8.12,2.91,0,5.8,0.01,5.02,0.3,1.01,0.01,6.56,10.18,7.21,0,6.37,0.01,0.01,0,0.97,2.67,0,1.78
213005_s_at,266.76,221.06,196.01,141.78,268.59,156.65,122.48,105.07,219.69,10.81,145.89,144.16,167.78,134.8,101.28,178.07,55.04,100.28,194.36,195.5,3.59,22.82,159.48,115.94
213006_at,5.56,1.5,0,0.01,0,0.9,5,1.45,6.2,1.1,0,0.72,0,0.71,0.38,0,0,0.63,7.95,5.92,0.14,2.9,1.08,3.16
213007_at,4.03,0.02,0.53,0.02,1.69,1.97,0,0.01,0.74,2.43,2.76,0.46,1.74,25.81,2.92,5.51,36.23,0.31,0.98,5.71,18.28,1.9,0,0.91
213008_at,0,11.07,3.55,0,0,0.26,0,1.31,0,0.86,1.12,0.07,2.32,4.09,2.64,0,0,0,0,0,0.02,0.13,2.5,0.86
213009_s_at,0,0.67,0.45,0,5.26,2.21,1.81,0,1.55,4.5,1.67,0,0.61,0.64,0.02,0.06,0,2,2.38,0.37,6.93,0.44,0.38,0.77
213010_at,30.02,55.49,0.58,38.21,33.26,38.98,1.77,3.38,0,12.21,4.7,7.44,15.52,117.07,9.01,10.24,1.91,10.45,5.67,0.88,0.39,22.71,0.93,18.31
213011_s_at,3.17,8.66,2.52,4.55,0,0.91,1.37,0.17,10.47,0,4.91,17.56,2.65,0,7.99,7.8,1.59,0.01,2.61,0,0,1.29,2.63,3.09
213012_at,2.04,7.58,0,3.3,2.89,6.99,6.21,0.76,0.08,3.84,1.58,8.13,2.33,2.49,4.34,6.11,0.01,5.21,12.62,6.99,17.79,7.11,9.41,0
213013_at,3.28,0,2.29,0.72,5.11,0.85,0,0,5.26,0.05,6.85,1.45,4,0,0,5.93,0,0.2,0,0,0.01,0.44,0,0
213014_at,1.63,1.55,0.16,2.35,6.42,1.87,2.91,5.26,1.19,0.66,3.06,1.91,0.74,1.41,4.09,0.61,3.61,3.44,3.16,1.26,0.43,1.19,0,4.23
213015_at,0.69,3.51,0,0.4,0,0,0,0,0,0,1.15,2.13,3.32,0,2.89,2.49,14.82,1.11,0,2.42,0.37,2.49,0,2.51
213016_at,0.79,2.02,2.56,3.39,3.79,4.48,32.88,1.89,4.89,2.97,1.13,2.15,1.86,3.77,5.8,2.97,0.13,2.42,2.87,1.28,0.72,2.98,5.42,2.42
213017_at,1.07,1.92,1.33,1.29,0.9,0.76,0,0.39,0,0.01,1.3,2.7,1.42,0,0,0,1.61,1.04,4.86,7.96,0.01,0.34,2.36,3.01
213018_at,854.22,847.54,193.46,854.59,841.81,184.98,255.94,214.88,181.8,378.61,793.16,337.41,941.85,945.34,747.32,236.39,249.1,399.77,227.02,300.93,191.02,209.27,187.06,371.31
213019_at,2.5,0.52,0,2.87,1.07,0,0,0.01,1.38,3.64,0,0.01,1.07,0,1.84,0,0.33,0,4.35,0.14,0,2.34,0.01,0.01
213020_at,3.46,3.68,9.03,0,0.01,6.68,8.54,0.27,1.99,2.21,0,3.21,0,5.84,2.11,0,4.89,3.04,3.34,8.46,1.72,1.4,12.24,1.19
213021_at,0,0,0,1.42,6.84,0,0.43,1.17,1.87,0.19,1.25,1.8,3.22,0.78,0.57,1.3,0.41,1.85,1.32,0,0.33,3.35,2.88,1.54
213022_s_at,2.08,1.54,0,3.65,10.44,0.99,0,0.81,0,0,0.63,0.43,2.84,7.97,0.87,1.71,0,0.42,0.02,0,6.95,1.56,0.01,2.09
213023_at,51.17,0.06,16.53,2.73,0.03,15.2,90.88,41.29,6.71,0.03,12.21,25.6,57.34,7.19,5.87,13.6,30.17,34.04,42.79,9.34,110.54,13.28,73.57,35.33
213024_at,4.36,3.68,4.2,3.7,3.71,2.06,38.75,2.35,2.63,24.39,3.18,26.6,3.05,39.24,3.36,58.42,20.43,5.14,83.84,0.41,96.26,2.2,1.57,3.52
213025_at,3.82,3.25,4.28,6.84,1.39,12.72,2.23,2.47,0.51,4.01,5.75,4.43,3.28,6.45,4.03,3.76,7.08,6.71,7.12,3.07,44.87,5.09,4.39,1.25
213026_at,2.02,0.01,1.87,6.3,4.98,0.35,5.57,1.03,5.18,6.46,1.66,2.68,1.54,0,2.39,3.68,0,3.58,0.51,4.16,0,3.44,4.28,1.68
213027_at,0.83,0,2.39,1.17,4.21,8.56,0,0,9.48,0,1.2,7.62,4.33,4.07,1.97,0,6.63,1.02,0,0.01,2.18,3.91,2.58,0.01
213028_at,0,2.35,6.36,3.31,2.77,0,0,3.03,0,4.34,1.94,4.88,0,1.2,1.16,0,0,0,2.28,4.79,2.14,2.15,2.13,3.57
213029_at,227.29,171.48,67.86,144.61,254.37,2.58,44.73,285.46,58.84,18.31,146.07,8.62,151.8,176.59,98.28,35.29,1.48,107.29,0.8,238.73,0,1.95,0.39,115.14
213030_s_at,0,5.28,0,0.01,0,0.01,0.69,0.25,0.01,1.16,5.47,2.19,0,1.5,0,0.01,1.88,0,0,7.67,2.83,0,2.71,0
213031_s_at,2.05,3.58,2.32,3.06,0,0,7.22,6.06,0.09,2.05,3.54,0,4.95,1.13,7.1,3.82,0.73,0.86,0.01,2.08,0,2.11,0.01,3.67
213032_at,3.44,0,0.02,0.41,0.1,3.77,1.36,0,8.37,4.14,5.64,1.18,2.75,0,1.85,0,0,4.41,5.08,0,3.04,2.11,4.19,5.96
213033_s_at,1.32,0.98,4.13,0,0,0,0,2.53,2.33,0.02,1.18,1.93,0,0,0.31,0.74,1.33,1.49,0,0,0,0.05,1.56,0
213034_at,0,1.65,1.15,0,0,0,4.85,1.11,0.43,0.23,4.93,4.29,0.74,0.15,0.5,1.88,0.45,0,0.01,1.91,0,0.71,0.57,1.15
213035_at,1.08,1.61,0.83,5.51,0.57,0,3.72,0,2.79,0.01,4.46,4.14,2.04,2.1,1.94,0,2.68,2.25,0,1.46,0,1.03,0.01,1.44
213036_x_at,37.66,9.8,50.77,48.87,5.25,0.01,23.5,29.93,53.46,43.19,0.26,31.54,16.64,48.1,10.43,0.09,54.93,44.29,0.05,25.21,0.02,106.26,16.88,35.14
213037_x_at,0,0,0,2.89,2.1,1.7,0,0.83,1.61,2.94,0.01,0.01,1.79,1.63,1.82,0,5.2,0.52,0,0,4.47,3.3,0.01,3.13
213038_at,3.57,0,2.58,5.47,18.5,0.69,2.47,1.64,4.67,0,0,0,14.03,0.42,0.12,2.25,0.51,5.47,1.78,3.61,0.84,2.09,0,0.7
213039_at,3.17,5.01,3.98,3.07,1.5,8.4,2.85,1.07,1.37,2.21,2.09,2.5,0.02,0.43,4.34,3.38,0.2,1.76,10.48,3.41,1.08,1.27,1.37,0.34
213040_s_at,0.7,0,0,0,0,0.14,1.53,1.14,1.32,0.01,0,0,0,1.74,0.53,3.98,5.96,3.67,2.35,0.43,1.37,0,2.47,1.99
213041_s_at,2.51,4.83,0,4.55,3.06,3.07,0.01,10.92,2.05,4.44,2.26,4.84,1.54,3.08,0.94,11.58,4.9,0.17,1.64,0.8,0,4.08,0.01,1.51
213042_s_at,0,0.05,1.99,2.43,5.15,0,0,0.62,0.82,2.98,0,1.35,0.12,2.26,2.69,0.01,5.15,1.62,3,1.94,0,3.36,2.01,0
213043_s_at,0.62,0.28,1.17,0.01,2.15,3.89,0,0,0,0,1.73,0.49,0.12,0.29,2.48,8.8,0,1.63,2.57,0.42,0,0.7,1.78,0.33
213044_at,2.56,3.1,1.58,4.27,1.99,2.33,3.35,0,1.68,2.13,0.01,3.59,0.35,2.75,1.86,1.34,4.76,0.03,0.96,7.02,1.06,2.43,0.8,2.01
213045_at,4.8,2.53,2.76,6.14,1.31,6.76,3.75,2.03,0.5,3.86,3.59,7.9,7.11,3.28,5.51,26.19,12.08,3.04,5.05,0.48,2.99,5.6,0.81,4.4
213046_at,4.59,0,0.94,5.18,0.28,1.05,0.85,0,2.23,0,0,2.59,0.01,0,2.69,1.27,8.85,0.52,12.99,1.24,0,2.6,3.33,0.02
213047_x_at,0.44,0.55,0.04,1.05,9.77,2.05,4.64,2.7,1.2,4.39,0,13.58,10.5,0,0.13,4.51,0,1.4,0,0.94,0,0.62,0,0.6
213048_s_at,3.78,3.23,0,0,0,0,1.24,6.12,0.84,1.39,6.39,5.97,5.33,0.01,0.12,2.19,0,5.17,1.48,0,0,0,0,1.15
213049_at,0,0,0,4.53,0.49,0,0.83,0,0.51,0.48,0.19,2.89,5.81,2.43,2.87,0.01,8.55,1.83,0,3.46,5.7,0.35,1.09,0
213050_at,1.54,0.68,18,2.47,4.56,63.9,137.35,157.31,72.75,11.62,2.66,21.38,2.32,9.05,3.27,110.23,145.16,0.67,114.09,25.01,191.46,1.4,94.88,3.25
213051_at,473.75,519.96,205.2,315.01,897.95,238.61,269.68,249.3,246.07,375.86,623.77,365,532.18,294.11,529.47,252.17,126.61,297.83,285.71,284.23,200.25,274.53,243.92,522.71
