ID_REF,pancreatic cancer saliva-1,pancreatic cancer saliva-2,pancreatic cancer saliva-3,pancreatic cancer saliva-4,pancreatic cancer saliva-5,pancreatic cancer saliva-6,pancreatic cancer saliva-7,pancreatic cancer saliva-8,pancreatic cancer saliva-9,pancreatic cancer saliva-10,pancreatic cancer saliva-11,pancreatic cancer saliva-12,Healthy control saliva-1,Healthy control saliva-2,Healthy control saliva-3,Healthy control saliva-4,Healthy control saliva-5,Healthy control saliva-6,Healthy control saliva-7,Healthy control saliva-8,Healthy control saliva-9,Healthy control saliva-10,Healthy control saliva-11,Healthy control saliva-12
1557372_at,0,1.88,0,3.22,0.49,0,0.51,0,1.1,0.71,1.93,0.59,0,0,3.98,1.05,0,0,16.96,0,1.67,0.22,0,0.08
1557373_at,344.32,247.98,206.5,248.85,292.48,139.41,58.51,170.39,2.65,367.53,283.08,318.03,278.49,345.19,328.31,116.09,70.78,303.96,82.02,180.15,84.3,247.3,103.56,252.4
1557374_at,1.74,0.3,0.71,0.93,4.15,0.99,7.63,0,4.8,2.35,2.82,0,3.16,0,0.01,0,0,0.01,0.6,0.29,4.79,0.32,2.34,0.64
1557375_at,0,6.87,0,1.93,4.03,0,0.17,0.01,0,0,1.45,0.86,0,3.67,3.8,0.05,0.59,0,0,2.48,0,0.85,0,1.44
1557380_at,2.82,0.06,0,3.62,0.8,1.72,0,1.47,0,0.02,4.16,0,0,1.5,0.02,0.01,1.67,0.87,1.41,0.62,3.94,0.97,0,0.9
1557382_x_at,0,0,0.96,0,0,3.21,2.35,3.38,4.18,0,0.35,0,0.23,0.37,0.03,3.16,4.22,0.41,2.76,1.7,0,0.44,0,1.52
1557383_a_at,0,0,0.56,0,0,0,0,0,0.57,0,0,0.01,0,0,0,0,6.41,0.87,2.87,3.62,0.84,0,4.66,0
1557384_at,0,0,0,0.65,0.08,4.67,3.41,3.32,0,0.94,0,0,0.16,0,1.5,0,0.11,0,0,11.63,0,1.15,0,0
1557385_at,2.35,0,0.55,1.83,4.21,0.41,1.27,0.95,0.89,1.33,2.54,2.01,1.44,1.1,0.99,1.24,0,1,0.82,74.62,55.22,1.94,6.72,0.42
1557386_at,0.37,1.65,0,2.87,0.88,3.3,1.58,0,6.01,0,1.51,1.17,4.71,2.46,0,0.01,0,0.01,0,0,1.87,0,0,1.34
1557388_at,3,1.53,5.37,2.68,5.85,0.01,0,0,1.29,3.99,0,0.76,0.65,0,4.22,0.08,7.59,0,2.5,5.76,0,2.89,8.7,2.86
1557389_at,1.6,1.52,0,2.96,1.95,2.07,3.86,1.16,2.43,7.49,1.18,0,0,3.14,0.53,2.1,0,1.61,3.45,0,0,0.23,0,3.89
1557394_at,62.25,40.85,0.02,10.72,59.05,0.06,48.41,0.1,0.05,213.27,71.76,24.51,40.37,44.94,0.04,0.01,6.77,40.96,11.6,0.01,69.09,0.01,0,60.32
1557395_at,0.39,2.65,0.04,0.23,2.21,0.89,3.14,0.55,3.95,2.59,4.55,7,5.98,5.16,0.73,3.46,3.48,1.84,0,2.5,0.49,3.88,2.36,0
1557398_at,0.01,0.02,33.62,26.41,8.59,91.98,19.51,161.74,83.6,0.01,0.01,20.39,0,19.77,13.57,29.03,0.01,17.08,4.82,4.95,153.71,0.01,23.87,11.09
1557399_at,1.31,1.61,2.19,4.11,1.94,3.45,0,0,0.81,0,3.11,0.79,0.56,2.08,3.6,2.53,0,2.41,1.38,0,0,2.7,0.33,10.76
1557400_at,0,0.48,0,3.7,1.51,2.16,0.96,0,0,1.45,4.11,0,3.35,0,2.47,0.01,0.09,1.52,0.39,0,0,2.11,0.48,0
1557402_at,1.64,1.47,49.88,3.26,0.04,0,1.22,8.98,1.73,1.95,7.16,3.57,0,11.7,0.99,13.51,1.14,1.99,1.28,0.52,2.99,1.3,0.54,0.47
1557403_s_at,0.41,0,1.11,1.3,0,0,0.35,2.12,0,2.9,0,0,0.01,1.24,0,0.51,1.4,0,0,0.9,0.13,0,0.07,0.89
1557404_at,0.03,3.55,1.62,8.3,7.37,0,0,1.08,0,0,0,0,0,0,0,2.78,0.01,0,2.78,0.01,0.01,0.21,1.65,2.22
1557405_at,0,2.53,0,2.7,2.12,1.36,3.47,1.54,2.34,0.01,3.47,0,0,3.34,0,1.12,0,0,0.12,3.26,7.02,1.82,0,0
1557406_s_at,340.57,601.23,347.96,505.91,403.61,383.65,367.29,361.36,342.46,395.49,498.68,400.75,577.71,349.67,811.99,362.01,353.27,607.97,308.72,316.74,290.72,411.83,320.42,819.01
1557409_at,312.37,128.33,164.14,166.91,117.78,133.27,84.39,7.3,13.89,251.58,200.18,160.02,86.63,298.52,146.61,94.56,95.7,150.18,45.18,100.37,2.73,123.38,104.26,240.48
1557410_at,0.01,2.99,3.75,0.76,0,6.61,3.3,1.49,1.13,3.18,3.65,1.3,2.53,4.3,4.05,0,3.12,3.66,0.01,3.32,2.76,3.27,6.17,2.47
1557411_s_at,0,0.4,0,0,0,0,1.86,0,1.43,2.13,0,0,1.7,2.1,0,0.24,0.92,0.11,6.67,3.64,0,0,4.06,0
1557413_a_at,2.62,0,1.36,4.53,0.94,1.17,0,0,0,5.15,0,0.59,0.37,3.12,2.48,0,0.08,2.83,3.08,0,0.04,1.13,0,0.01
1557415_s_at,1.89,1.83,0.02,0.01,1.93,3.29,15.13,1.44,2.42,2.15,4.22,4.09,5.65,3.51,3.1,0,0.8,1.84,0,0.6,3.41,3.82,0,0.17
1557417_s_at,19.22,54.84,1.2,2.36,1.25,5.13,3.44,0.3,0,2.38,0.99,10.57,3.25,2.23,42.21,0.12,1.09,3.77,0,3.24,3.43,3.16,0,0.97
1557418_at,0.01,7.04,3.46,3.74,5.77,0.84,2.07,3.67,0,0.09,3.43,0,4.37,2.62,4.91,1.82,2.99,1.11,0,0.11,0.12,2.41,0.72,1.55
1557419_a_at,0,0,0.01,0,0.67,8.87,1.74,4.78,0,0.13,2.68,0,0.01,0.66,1.96,0.1,0.07,1.59,3.38,0,0,0,0,0
1557421_at,0,0,4.2,0,0,2.39,0.01,0,0.83,0.51,0,0.69,2.21,0,0,0,1.89,3.13,3.32,0,2.1,0,0,0.76
1557422_at,4.97,1.01,0.53,0,2.31,0,0,1.45,0.64,0,0.01,2.6,0,0,0,0,0,0.61,1.49,6.01,1.09,1.76,0.54,3.3
1557424_at,2.15,3.52,0,0,0.55,1.2,0.1,4.81,6.38,1.18,3.99,0,0,0,0,0.54,1.83,0.28,3.7,3.29,0,1.24,0,0
1557427_at,0.37,2.02,0,4.58,0,3.35,0,4.1,6.78,0,0.43,1.07,1.09,0.95,0,0.6,0,0.51,0,1.03,4.42,0,0,0
1557429_s_at,0,5.45,0.19,7.02,2.9,1.63,0.43,0,7.21,18.56,3.92,1.4,2.33,4.91,6.04,0.01,2.42,3.43,1.41,0,0,1.49,12.67,1.92
1557430_at,0,1.2,0,0.01,0,3.38,2.93,0.41,2.13,0,2.11,0,0,0,1.8,2.55,0,0.75,0.18,0,11.96,0.24,2.2,3.69
1557431_at,2,5.11,5.01,0,0,0.52,3.5,5.48,0,0.27,2.81,1.65,2.92,3.42,1.19,5.91,1.55,3.48,0.7,0,1.78,0,0,1.95
1557432_at,2.21,0.64,4.55,1.09,0,0,0,0,3.11,0,3.74,0.01,2.47,0,0.01,0,0,0.5,0,1.51,9.06,1.8,10.48,0
1557433_at,322.18,392.37,283.68,371.49,328.72,304.02,266.45,314.48,236.97,267.4,283.4,277.63,380.83,223.1,221.33,283.76,219.77,233.36,255.45,296.36,197.74,148.69,235.8,316.09
1557434_at,18.18,0.1,43.31,24.55,7.61,0.02,79.58,1.78,59.95,35.09,0.05,0.02,0.1,2.1,128.49,11.84,25.76,37.53,80.46,146.59,79.74,0.05,0.01,0.06
1557436_at,39.12,22.18,2.34,24.86,11.72,52.09,15.46,83.35,34.88,11.58,39.21,78.66,50.96,37.83,38.92,57.04,12.94,24.74,19.59,30.02,3.2,123.93,4.5,19.85
1557437_a_at,1.43,0.02,0.01,0,0,2.11,0.39,0.85,2.27,2.23,0,0,1.03,0.52,1.72,1.52,0,2.03,0,2.97,0,3.7,0.01,0.13
1557438_at,1.51,4.5,0,0.18,0,2.05,0.01,0,0,3.9,0.02,0,1.13,6.96,0,0,0.81,0.21,0.02,0,0,0,0.84,0
1557439_at,2.53,2.48,0,3.63,0,1.28,0.97,0,0,0,0,3.76,0,0,0,11.21,0.01,0,0,1.86,2.38,0,0,2.2
1557443_s_at,2.37,0,2.91,0.01,0.92,0.14,0,6.48,0,0,0.01,6.53,1.6,0,2.45,0,0.17,0,0,2.88,0,0.01,1.65,0
1557444_at,0,2.42,0.01,2.03,0.59,2.68,0.43,4.55,1.94,3.6,2.35,0,0.48,4.4,0.03,3.63,0.01,2.65,0,2.38,0,3.19,0,2.12
1557446_x_at,2.1,1.01,0,3.97,3.82,2.16,0,0,6.42,0.01,1.62,3,0.64,1.74,3.14,6.31,6.43,0,1.51,0,3.98,4.7,0,3.01
1557448_a_at,0,0.2,0.07,0,2.71,5.7,3.86,2.02,4.04,0.15,3.46,0,6.67,0.37,0,0,0.01,1.13,0,0,3.93,0,1.65,0
1557450_s_at,15.44,10.25,92.86,6.68,6.76,71.86,37.24,89.25,39.55,3.7,52.16,122.18,10.17,3.53,20.5,109.02,73.7,7.32,45.5,3.38,0.04,104.59,3.44,33.29
1557451_at,1.78,0.21,0.98,0,0.01,0,2.7,2.18,1.75,0.32,0,3.86,4.17,0.59,6.22,0,0,4.88,0.01,1.59,3.77,2.52,4.88,0.01
1557452_at,2.17,1.31,0.56,0.34,0,2.03,1.85,1.54,3.95,7.33,3.15,4.91,3.27,0.07,2.21,0.01,3.44,1.29,7,1.65,3.86,0.13,4.04,1.55
1557453_at,137.48,139.61,143.16,133.12,107.66,157.81,78.82,21.07,15.55,49.68,156.74,76.22,91.82,126.81,139.05,11.52,94.61,129.85,102.08,12.73,4.68,162.4,0.11,176.18
1557455_s_at,2.08,2.49,10.9,2.93,3.5,0,0.06,0.01,2.7,3.5,1.76,5.87,4.84,2.9,1.05,3.95,0,4.42,2.34,0,3.88,0.15,0.89,1.33
1557456_a_at,7.54,4.56,4.55,2.87,4.06,0.68,1.85,4.69,4.32,6.65,5.37,2.11,1,0.09,4.18,1.69,3.86,5.54,2.22,0.01,0.58,4.97,0.36,8.4
1557457_at,0,4.89,39.6,2.33,0.55,0,63.62,106.08,106.93,5.93,9.79,90,1.94,14.46,0.9,22.15,181.34,8.58,26.78,56.12,80.21,3.52,20.8,1.58
1557458_s_at,2.38,5.03,0,0,1.13,2.05,0,0,1.57,5.95,3.13,0,0.13,7.38,0.46,4.29,0,1.22,2.16,0,0,0.01,0,1.99
1557459_at,0.01,0.84,0.54,0,1.03,5.95,2.37,7.49,0,2.03,0,1.41,0,0,2.81,0.01,0,0,0,0,0,0.24,1.59,6.46
1557463_at,250.12,192.44,206.21,170.3,219.67,266.24,201.05,266.52,266.13,154.53,133.43,154.11,155.28,140.87,145.28,196.4,259.79,191.32,268.46,228.66,153.03,175.4,248.43,142.32
1557465_at,0,0.01,0,0,0.41,2.23,2.46,0,5.08,0,1.97,0.24,0.07,0,0,0,8.52,0.02,0,4.54,0.66,0.77,2.5,0.29
1557466_at,36.27,5.32,140.77,19.58,21.84,0.11,8.25,0,2.57,49.39,18.94,9.69,11.46,42.54,1.44,0,0,17.88,0,12.56,0.73,2.66,8.4,4.66
1557468_at,1.64,0,6.63,0.01,0,0,2.44,4.75,0.01,0,0.36,4.12,8.83,0,0.05,4.15,0,0.29,0.06,0.01,4.12,1.83,0,0.04
1557470_at,5.97,1.03,8.18,0.3,4.03,1.62,0,0,0.58,5.82,3.5,1.51,0.01,0.01,1.95,0,2.07,7.22,1.26,2.08,4.61,0.78,3.72,0.85
1557472_a_at,1.01,0.37,3.17,2.1,1.14,0,1.27,0,0.33,5.1,0.27,2.06,0,1.43,0.69,0,0,1.02,3.64,5.54,4.47,0.54,0,0.15
1557474_at,300.23,101.83,165.08,148.58,262.54,154.44,315.94,333.97,417.62,25.46,157.82,268.86,187.96,217.11,131.71,324.72,260.39,208.23,351.25,293.96,331.34,172.58,306.36,100.75
1557475_at,0,2.29,0,0,0,2.76,7.08,0,0,2.47,2.02,1.05,1.18,0.19,0.05,4.89,3.84,0,3.26,2.99,0,0,0.01,0.5
1557476_at,5.98,5.76,14.22,15.67,4.25,1.55,0,3.11,1.23,1.76,6.47,0.01,6.61,0.01,2.47,4.06,0.79,2.65,3.95,0.01,5.73,3.63,2.71,2.17
1557477_at,30.64,29.05,0.15,24.34,37.26,38.05,9.08,9.07,4.11,3.47,89.16,10.4,18.69,27.33,31.3,10.71,93.61,17.86,0.83,5.72,0.6,95.03,2.28,81.17
1557478_at,2.4,3.32,2.13,8.14,2.31,0.01,0,3.03,31.86,0.21,17.44,0,2.42,6.28,6.55,1.06,3.14,6.87,1.42,0,2.96,9.19,0,24.07
1557479_at,1.59,3.1,25.53,1.72,1.67,0,0.46,0.31,0,0.85,0.52,0,1.38,8.23,0.34,10.49,2.41,3.46,3.85,10.38,0.43,1.97,30.5,1.89
1557480_a_at,2.55,2.38,0.93,3.29,3.51,14.74,7.29,2.71,0,3.53,3.39,2.57,2.63,6.25,6.6,6.73,3.19,7.41,65.16,7.48,0.07,12.32,2.82,0.66
1557481_a_at,0.62,2.46,0.41,1.97,3.03,3.64,0.01,0.6,0,0.02,2.92,4.09,2.19,1.23,1.61,1.34,0.74,2.08,0,13.64,0.83,1.97,0,2.56
1557483_at,136.18,175.93,255.29,137.38,170.52,286.13,300.8,340.68,307,129.32,100.16,209.27,212.55,150.47,163.44,299,328.35,67.66,315.74,220.69,143.78,180.04,122.34,81.08
1557484_at,0,0.54,0,0.2,0.77,0.01,2.03,0,14.07,25.75,0.95,5.68,0,8.75,0,0,2.39,3,4.04,3.46,0,0.01,0,0.01
1557486_at,0.52,0.44,0.61,0,4.8,1.49,2.18,2.61,0.01,2.52,0.75,2.32,0.52,4.46,1.1,3.46,0,0.87,1.49,0,0.07,3.04,2.83,3.81
1557487_at,3.63,0.95,3.13,1.46,0.01,0,1.12,0.7,0.6,6.72,0,0.11,1.31,0,0.96,2.99,4.81,5.63,5.19,4.84,2.35,3.2,1.99,0.49
1557488_at,0,2.62,0,1.92,0.01,0,0,2.68,0,2.04,0.59,1.54,0,0.01,4.31,0.1,3.85,0,0,9.38,0,0,1.96,1.19
1557491_at,0.33,0,0,0.38,0,6.06,0.1,4.07,0,0,2.41,6.45,0,0.49,2.28,2.17,0,0.43,4.56,0,0,1.29,0,1.44
1557493_x_at,0.98,0,1.96,0.49,0,0,1.88,1.51,7.65,0,0,0,0,0,0,1.34,1.88,1.1,0,9.97,0.65,0,7.64,0
1557495_at,5.77,9.1,1.15,5.2,1.35,2.76,2.56,2.23,3.41,2.53,3.09,23.66,1.34,2.78,2.39,45.95,6.88,4.55,0.84,0,1.65,12.93,2.67,7.48
1557498_a_at,5.8,7.34,9.38,2.07,5.29,16.88,0.44,25.77,2.68,4.87,5.65,31.08,14.25,9.29,32.26,2.8,2.62,11.55,21.21,6.48,1.97,34.03,2.57,11.23
1557501_a_at,1.15,0.02,2.21,3.94,1.4,6.68,7.05,2.03,6.06,3.52,3.35,2.94,8.05,2.09,1.44,2.31,1.18,4.08,1.2,0,0,5.62,0.32,2.84
1557502_at,4.59,1.2,1.74,2.83,1.47,0,3.27,0.49,0.54,0,1.55,0,3.58,0,3.68,1.38,2.6,5.15,0,0.22,0,1.08,0,2.24
1557504_at,3.71,1.2,2.5,0.01,2.94,2.54,4.75,0.01,0,0.81,0.86,1.15,0.02,2.64,0,0,0,0,2.58,1.13,0,0.73,0,0.33
1557505_a_at,0,0.88,4.65,0.96,1.48,0,11.12,0.92,0,0.3,0,0,0,3.9,0,1.01,1.54,0.16,0,6.28,0,0.02,3.19,0.99
1557506_a_at,1.36,0,1.71,1.41,1.25,0.19,0.23,0,0,2.26,0,0,7.27,0,1.52,5.03,2.68,4.79,0,0,3.88,0.68,3.18,2.42
1557507_at,0,2.35,1.99,0,0,2.74,0.1,0.87,4.07,0.01,0,1.12,0,0.39,0,4.11,5.43,0,0,2.77,0,0.04,0,2.08
1557511_at,3.99,4.08,7.21,3.12,5.9,0.01,0,2.56,0.53,1.93,7.24,4.94,2.49,0.17,5.51,0,0.03,5.31,1.66,5.29,2.2,3.32,3.19,3.78
1557512_at,3.66,1.5,0,0.01,3.71,0,0.03,2.72,0,0.63,2.61,4.05,2.55,4.35,4.2,0,7.55,5.14,0,0,0.36,0,3.66,3.45
1557513_a_at,0.97,4.14,3.08,8.15,2.55,2.25,23.03,3.35,8.51,3.35,3.29,3.27,3.9,21.29,9.2,44.18,28.8,3.8,2.64,1.94,1.31,22.85,4.51,5.08
1557514_a_at,25.81,75.27,191.43,38.29,36.62,85.97,170.51,128.4,116.9,103.96,12.47,196.23,44.38,75.25,61.79,205.43,251.4,28.53,69.26,99.7,204.97,54.82,148.86,43.28
1557515_at,1.46,5.29,7.84,4.9,2.11,5.82,5.13,3.87,1.08,29.12,4.61,144.93,0.94,10.48,3.88,5.38,2.34,11.16,13.2,0.33,0.62,20.56,1.52,2.63
1557517_a_at,0,0.58,1.76,4.12,1.41,0.05,7.15,1.54,0,0.78,3.24,0,2.25,0,0.59,3.14,0.01,0.25,0,1.97,6.69,0.55,0,0
1557518_a_at,0,0,0,0.83,0,0,0,0,0,10.24,0,1.29,0,0,0,0.37,0,1.42,0.33,3.51,0,0,0,0
1557519_at,4.73,0,0,0,3.75,0,1.28,0.98,5.03,3.23,0,0,0,3.12,0.01,2.77,1.5,2.72,4.07,1.54,0,0.01,0,4.1
1557520_a_at,10.7,14.82,245.27,16.85,4.95,231.01,214.96,245.38,267.82,153.67,34.04,101.64,7.04,48.14,8.46,77.06,100.2,27.23,137.81,162.23,94.51,15.93,292.86,13.08
1557521_a_at,72.43,86.18,0.86,95.16,94.75,10.17,2.83,6.09,2.9,3.59,123.59,9.69,86.35,177.07,74.85,26.42,0.46,86.02,34.44,3.88,0.72,38.86,5.42,91
1557522_x_at,68.96,80.17,0.49,84.44,176.91,2.29,0,2.51,6.71,10.07,69.97,32.29,54.78,91.9,56.86,18.08,120.13,82.44,0.64,0,1.37,32.7,0,58.47
1557523_at,2.72,0.16,0,0,9.06,0,0,2.05,0,1.32,11.73,0,3.33,0.41,8.59,2.53,0,0,0,3.3,1.83,1.64,0.78,25.48
1557527_at,8.13,8.66,0,2.87,2.77,5.44,0,0.86,0,4.76,3.4,7.12,4.19,9.48,3.28,0,0,2.86,0,0,0.2,0,1.24,6.29
1557528_at,1.53,2.12,2.56,2.99,1.9,0.21,2.16,9.13,0.61,3.32,2.52,0,0.01,0.01,1.39,0.01,0.68,1.62,0,0,7.42,2.78,0.74,4.46
1557529_at,0,0,2.1,0.88,1.33,0.06,4.13,4.56,5.24,0,0,0,9.42,0.05,0,0.22,3.83,0,0,0,7.99,0.26,0,0.61
1557531_a_at,4.2,2.17,0,0.45,3.64,0.81,5.77,5.23,3.7,2.59,1.14,0,0,2.15,0.39,0.9,3.15,0,3.16,0,1.42,1.76,0,0
1557532_at,0.01,0,0,0,0,3.79,0,1.34,0,0,0,0,2.11,0.64,0,29.33,3.48,0.37,1.34,2.94,1.62,0.69,0.01,0
1557533_at,0,3.23,1.03,0,0,0.13,0,0,0.31,0.23,0,0,4.42,7.53,2.4,6.27,0,0,0,0,0,0,0,0
1557534_at,0.59,0,4.82,1.32,0,2.91,0,0,1.41,1.5,0,3.4,0,0.81,0,0,0,0.03,1.99,3.5,0,0,0,0.35
1557535_at,2.56,0,2.26,0.65,3.22,4.39,5.21,1.14,0,1.13,0,0.11,0,0,0,2.4,0.18,2.99,4.89,6.82,0,1.15,0.02,0
1557536_at,0.28,0,1.37,1.41,0.31,0,0,1.18,1.99,0.88,0.01,0.06,1.66,0.01,0.93,1.28,1.59,2.05,4.28,5.59,0,0.92,0.68,5.69
1557538_at,0,0.01,3.74,0,1.34,2.95,0.87,0,0,3.85,0.21,0,0.01,3.12,1.2,4.7,2.01,0,0.52,0.27,0,0.72,0,0.77
1557539_at,0,2.11,72.73,3.02,0.01,0,0,15.83,17.2,13.98,2.13,5.56,0.34,12.89,0,18.13,0,2.03,86.49,38.67,2.94,1.32,0.05,1.41
1557540_at,6.75,1.3,1.69,2.43,1.85,4.58,4.33,2.36,0,3.73,0.14,10.87,2.69,1.8,1.72,6.06,0,6.37,1.14,0.75,4.26,1.52,0,4.82
1557541_at,0.01,0.03,1.99,0,0.59,0,3.27,3.17,5.04,0,1.14,0,0,0,0.01,0,5.42,0,13.44,0,0.46,0,0.62,0
1557542_at,3.19,4.54,1.57,2.63,0,1.23,0,0.99,0.24,1.36,8.24,1.52,5.22,8.11,6.05,0.01,0.01,1.96,9.2,0.66,6.5,1.38,4.28,0
1557543_at,1.94,0,3.82,0.19,0.71,0,0,3.03,0,0.8,5.84,1.45,0.36,0.28,0.04,1.63,0.01,2.24,0,0,0,2.37,4.1,3.39
1557544_at,3.11,2.03,0,2.38,0,1.85,5.89,0,8.27,0,0,0,1,2.77,4.76,0,0.92,0,4.33,0.01,0.01,0.22,0,1.86
1557545_s_at,5.93,2.55,3.77,0.01,3.57,0.37,1.48,1.97,0.31,5.64,0,2.92,1.99,2.45,2.89,0,0.85,3.49,4.32,0,0.42,6.14,2.13,3.65
1557548_at,6.38,3.24,0.96,2.25,31.83,3.09,2.68,0,4.14,1.74,2.64,9.36,15.78,3.39,2.11,0,0.48,69.26,3.22,2.09,0.54,14.68,1.68,3.12
1557550_at,3.84,2.05,8.33,0.54,0.45,1.67,3.19,2.86,0,2.81,2.29,0.08,3.85,2.41,1.81,1.14,2.52,5.09,2.25,0.67,0,0,0,0.24
1557551_at,1.64,1.28,0,5.62,0,0,0,1.71,0,3.89,4.9,2.67,0.97,1.34,0.94,0,0.01,5.42,0,2,11.78,0.09,0,2.75
1557553_at,0.55,1.07,8.21,0,0,2.66,2.22,2.79,0,0.52,0,0,0.14,0,0,1.63,1.34,0,6.62,0.13,1.04,0,0.62,1.88
1557555_at,0.01,3.67,5.43,0.15,8.29,4.42,1.63,6.5,0,0,2.48,1.39,1.95,5.81,5.8,0,4.52,5.79,0.02,3.96,0,0.71,0.01,2.32
1557557_at,0,0,0,0,0.87,0.08,0.01,1.23,0,3.31,2.61,1.83,0,0,4.47,0,0,1.48,0.72,0.81,0,0.22,0.16,0
1557558_s_at,31.44,31.41,149.99,47.74,20.11,76.09,94.13,100.68,71.32,45.76,23.33,45.08,20.3,6.46,17.23,97.75,128.21,25.81,10.41,76.13,205.19,63.72,74.86,52.24
1557560_at,0.69,3.21,3.82,0,0,4.33,0,2.73,2.77,2.82,3.12,0.52,0.43,0,0,0,0,0,0,0,2.85,2.79,2.1,1.15
1557562_at,0,0,1.38,0,0,0,3.44,0,4.1,3.42,3.69,0,3.13,0.01,0,4.19,0.49,0.01,0,0,2.23,0.01,2.34,4.12
1557564_at,0,3.73,0,0,3.05,0.97,0,4.46,0,3.6,4.47,0,0.01,0,2.83,0,0,1.96,1.28,0.03,2.09,3.86,2.08,0
1557565_a_at,2.75,1.55,0.53,1.63,0,1.96,0.94,2.37,3.17,2.53,2.15,2.43,1.65,4.01,0,0,1.05,0.78,0,7.18,20.9,0.85,0.65,0.79
1557566_at,0.62,4.55,0.79,2.02,1.17,0,2.37,1.84,1.54,0,0,2.07,0,4.28,0,0,9.15,0.27,0,0,0,0.02,0.83,0
1557567_a_at,0.7,8.94,3.21,3.14,1.76,0.01,2.54,16.08,1.36,1.1,2.71,5.55,3.02,0.03,1.68,0.64,4.15,0.01,2.88,3.2,0,4.58,1.98,2.4
1557569_at,1.2,0,7.29,2.17,0,0.72,0,3.52,3.89,3.61,0,2.01,0.05,1.31,0.08,1.53,0.01,1.26,0.05,0.07,2.76,0.28,3.03,2.7
1557570_a_at,0.24,0.56,0.69,0.86,47.12,0,3.01,10.68,7.71,1.71,0.94,15.7,10.31,0.53,1.39,44.22,0,3.75,2.16,8.26,29.86,2.83,0,0
1557571_at,1.12,1.01,0.15,1.8,2.4,0.01,3.03,5.19,68.16,2.47,0,0.48,2.97,2.11,0.36,20.24,65.7,0.62,45.54,118.07,23.39,1.16,8.55,0
1557575_at,0,0,4,0,0.39,1.51,3.87,1.3,5.75,0.01,1.76,4.69,0.01,0,0,0,2.35,1.53,1.48,0.64,3.65,0,0.84,0
1557576_at,6.83,5.19,0.01,0.08,0,0.01,2.07,0,34.9,0,0,13.35,3.8,11.98,1.4,1.59,41.5,6.26,50.26,0,2.75,1.92,87.15,0.78
1557578_at,1.7,3.65,0.01,0.9,1.59,8.42,3.34,0.12,0.54,0,2.89,0.33,1.37,1.49,0.01,0,0,0.89,0.9,0,0,1.02,0,0
1557580_at,0,0.09,5.24,3.3,0,4.16,4.25,0,0,0,5.12,1.66,1.16,1.87,0,1.56,4.78,1.85,2.3,1.71,0.01,0.02,0,3.16
1557581_x_at,1.97,0.69,0.84,1.19,0,1.26,0,0.23,3.16,0,1.35,0,2.25,0.29,3.66,1.85,0,0,3.4,0.57,0,1.92,9.26,0.41
1557582_at,5.72,3.17,0.25,3.54,5.83,3.6,1.74,2.09,3.48,0.39,4.54,3,6.87,0,7.46,5.76,0,4.84,3.34,2.16,2.44,17.64,6.04,6.59
1557583_at,9.01,0,2.34,0,0.11,0.65,0.01,0,4.57,0.01,2.36,4.41,3.32,0.63,0,0,0,0,7.32,4.52,0,1.28,0,0.89
1557584_at,26.38,15.45,29.97,17.98,24.93,93.85,76.8,80.85,20.42,41.53,14.21,95.4,5.57,12.13,43.23,126.73,56.96,0,73.81,126.45,107.9,70.1,10.94,53.36
1557585_at,3.05,1.42,2.6,1.96,0,0.97,0,0,0,0,0,0,0,2.25,0.34,1.24,0.13,0.02,4.94,0,0,0,11.25,0
1557586_s_at,1081.98,720.28,501.08,642.09,692.95,431.66,483.39,442.35,364.03,499.53,433.39,443.56,658.71,676.91,733.62,550.69,412.13,418.99,377.36,447.24,435.76,288.71,426.33,440.37
1557588_at,73.93,92.14,1.19,64.51,161.21,35.68,8.87,1.54,15.49,4.63,0.85,0,68.87,121.04,31.43,32.49,2.83,50.67,2.1,0.82,2.64,3.45,18.93,41.38
1557589_a_at,0.17,12.64,0.75,11.48,0,4.12,2.45,0.67,14.09,0,8.87,0,7.57,5.68,6.12,2.2,1.67,0.36,21.7,0.28,2.1,5.15,0.93,5.39
1557590_at,0.45,1.25,2.86,1.92,0.1,0,0.62,2.32,0.16,0,0.01,4.12,3.67,0,2.7,0.37,0,5.25,0,8.11,7.4,1.87,0,0
1557591_at,0.51,0,0,1.51,0,0,0,0,10.22,0.92,1.76,0,0,1.35,0,0,1.32,0,0,0,8.56,0.65,0,0.41
1557593_at,0,0.62,4.35,2.24,2.47,5.69,0.01,0.09,0,0.27,0,3.77,3.57,7.04,1.24,0,0,1.25,0.33,1.69,0,0.63,3.92,2.15
1557595_at,0,0.62,0,1.23,0,1.49,1.19,1.85,0.82,1.66,0.91,0.8,1.28,45.39,3.02,2.41,0,4.96,5,0,0.02,2.06,0.96,3.99
1557597_at,2.26,1.53,0,0,3.18,2.31,2.39,0,2.24,0,0.72,0,1.31,1.2,0,0,0,6.88,0,2,0,0.28,1.05,0
1557598_at,0.03,2.9,0.02,0.44,3.49,1.34,3.03,0,2.91,0.65,0,2.55,0.11,0.83,5.91,0.08,2.11,2.23,3.54,0.02,2.95,1.35,3.26,0.14
1557599_a_at,0,2.44,1.82,0.49,2.2,1.19,0.01,1.03,0,1.48,0.94,0,1.48,0.59,0.8,0,0,2.41,4.22,0,0,0.55,0,1.62
