ID_REF,Healthy control saliva-lc1,Healthy control saliva-lc2,Healthy control saliva-lc3,Healthy control saliva-lc4,Healthy control saliva-lc5,Healthy control saliva-lc6,Healthy control saliva-lc7,Healthy control saliva-lc8,Healthy control saliva-lc9,Healthy control saliva-lc10,Lung cancer saliva-1,Lung cancer saliva-2,Lung cancer saliva-3,Lung cancer saliva-4,Lung cancer saliva-5,Lung cancer saliva-6,Lung cancer saliva-7,Lung cancer saliva-8,Lung cancer saliva-9,Lung cancer saliva-10
241247_at,0.0000701788,0.0000711875,2.17577,1.23363,1.10288,0.856763,0.00232056,0.00271242,0.79597,0.005288,0.0014566,0.0018714,1.6512,0.543691,0.00983008,2.99616,1.99058,0.00128109,0.00467957,0.00457131
241248_at,1.16492,0.00004691,0.00087536,0.00168111,0.00136089,0.00184095,1.11032,2.52718,0.000543823,0.000801988,2.81417,0.00269978,0.000805101,0.403459,0.000724266,0.000783775,1.70448,0.000476061,0.00123318,0.00191849
241249_at,1.57308,1.69718,0.000170829,0.28123,2.96687,0.0926099,0.000444435,0.00152337,0.000632399,0.000874292,0.00186367,0.000631221,0.268533,0.698201,0.504967,0.0011348,0.00444771,0.00133864,0.983184,2.13714
241250_at,2.75859,1.89991,1.56956,0.00340689,0.488785,2.37922,1.74135,0.00274482,0.836086,0.267988,1.84859,0.00276276,0.929175,0.00142999,0.00153109,1.10933,1.8289,0.173337,0.000870265,0.196389
241251_at,2.00966,0.889027,0.0000652011,0.00267147,2.95494,0.0033419,1.5701,0.510885,0.55924,0.733832,0.234103,0.00171352,1.02706,0.00237265,1.76818,0.00158555,1.19781,0.179426,0.00221265,2.18807
241252_at,0.0000664837,1.48636,1.50001,0.238585,2.5423,0.0045265,0.977978,0.592547,0.144425,2.34719,0.000851712,0.00109797,0.207715,3.25207,0.00182004,0.000574469,1.77166,0.536256,0.0020248,0.00149961
241253_at,0.0000602936,0.0000608466,1.14885,1.58371,0.00445296,0.422992,0.620212,0.369745,0.995616,2.22541,0.000531064,1.14612,0.000577426,4.34125,0.600143,0.326909,0.000586281,0.00114517,0.000969887,0.474919
241254_at,1.36199,2.78099,1.63844,1.7315,0.00569403,0.882072,1.27947,0.319376,0.00137342,0.00460466,0.22523,1.87109,0.273553,1.9862,0.00150478,1.2179,0.00302529,0.00110256,2.91952,0.00106413
241255_at,251.157,15.8734,1.46434,270.212,63.596,635.465,495.377,547.317,221.876,246.325,585.149,768.829,655.494,549.431,774.526,1334.83,591.027,628.147,556.124,414.354
241256_at,0.985377,2.21834,1.5715,0.000367459,4.21984,0.000895148,0.000537006,0.00103391,0.961711,0.00133985,1.23844,0.000777207,0.370508,0.00190853,1.27318,0.00166695,0.273285,2.11023,0.00247259,0.0044915
241257_at,1.19866,1.94288,2.3251,0.687057,1.73332,0.765061,3.12039,0.277485,0.0354227,0.00313042,0.439611,0.222131,1.04132,0.00085426,0.00107947,1.15301,0.429833,0.786485,1.07106,0.295906
241258_at,2.23689,1.40765,0.546102,1.34743,3.69355,0.610277,1.59211,1.00491,0.00525018,0.00118426,0.00125166,0.00431402,0.00153769,4.20176,0.67574,1.66004,0.158924,0.0332705,0.00142227,0.00138758
241259_at,1.4408,2.13133,0.881975,0.000719967,0.56028,1.33157,0.0159886,0.288789,0.364473,4.7395,0.00114107,3.96827,1.81825,2.25023,0.00120058,0.000963082,1.99354,0.176483,0.000742355,0.000914577
241260_at,0.0000994416,1.22564,1.01497,0.723683,0.00319877,0.0194617,5.04869,0.000657418,0.0481411,0.0104061,1.88292,0.381533,0.119749,0.562466,0.962073,2.18954,0.119852,0.0013621,0.00159814,0.0010246
241261_x_at,3.4908,0.000325533,1.4985,0.288152,3.376,0.000922792,1.18387,0.00157235,0.000757697,0.236467,0.00203785,0.00176013,1.19988,0.962349,1.55122,0.223582,0.00177701,0.00172966,1.80351,0.000901206
241262_at,8.49835,0.000617022,2.01399,1.38493,0.0160688,0.000812368,36.3844,60.6919,60.8116,85.8231,198.796,37.8722,22.9288,142.012,72.8028,0.489999,15.0198,130.144,4.58176,110.174
241263_at,2.47959,0.000224915,1.11229,0.33092,0.402988,0.00129525,0.00144244,2.51197,0.0323685,0.623067,0.0124608,3.57215,0.125894,0.00183115,0.00189808,0.271582,0.00106078,1.81035,2.23563,0.00250406
241264_at,3.72873,1.53869,2.16584,1.0216,0.152557,2.31249,3.70455,1.07061,0.744913,0.00415509,4.13644,0.0214449,1.15944,1.42101,0.715135,0.000978621,0.000883599,1.84609,1.40058,0.00298422
241265_x_at,1.59122,3.59895,2.355,1.19962,1.79231,0.138195,0.950268,1.18027,0.518365,0.00309755,1.60658,0.100645,1.14554,0.005462,0.802325,1.69988,1.46636,5.57902,1.56203,1.09158
241266_at,0.0000625682,2.04559,0.85012,2.47001,0.272701,0.385511,1.03972,2.00034,0.849129,0.000772087,2.0977,2.55356,0.531459,1.74404,0.0082465,0.00431335,0.00227069,4.36377,0.0118892,1.61058
241267_at,23.155,4.06409,1.297,0.787077,1.15557,124.417,77.1226,0.376357,38.5276,61.7982,115.323,234.009,155.291,360.077,120.419,25.4702,82.8897,103.938,198.682,233.532
241268_x_at,0.000098525,5.05589,3.76445,0.032892,1.4044,0.00223647,3.7064,11.1357,0.00174866,3.76195,2.77306,0.00066619,1.53123,1.42453,0.544043,0.00332959,0.000601521,8.82989,32.5324,1.16449
241269_at,1.59594,1.90139,1.87101,161.468,0.801426,33.3536,87.0317,0.141459,268.061,256.088,0.464834,2.82787,0.273007,0.186148,0.00142228,1.19519,0.645738,0.246743,0.00341992,3.87642
241270_at,2.93995,2.64768,2.12877,4.31438,17.4818,0.000733133,0.000815449,0.213193,15.1583,2.47084,53.7125,16.6009,41.5764,0.000909961,8.95501,4.27918,63.901,21.4582,0.470038,156.193
241271_at,2.64605,1.14862,0.0000491019,0.00149506,1.37723,0.931003,1.30238,1.07884,2.44007,0.0827708,0.00193892,0.00402961,1.01383,1.19038,3.36205,2.5461,0.00300363,0.00697361,1.21403,2.61499
241272_at,2.17668,1.96636,0.841009,0.00221333,0.951703,0.680025,2.03639,0.00590629,0.00183045,1.40013,0.0769807,0.017519,0.00718825,0.563307,0.413287,0.00463428,0.402574,2.52609,0.414362,0.00644887
241273_at,1.89967,0.00023547,1.82357,0.00496361,0.476807,1.01982,1.1327,0.806155,1.94045,0.476815,1.34749,0.445076,0.00246829,0.481543,0.49806,1.30989,2.64746,0.00127595,0.00442227,1.14607
241274_at,1.77342,0.803,2.95521,0.00132678,3.52406,0.000553254,0.00161433,0.00358355,0.00111258,0.23493,0.00342766,0.00118538,0.00263619,4.21304,0.913606,0.309721,2.23196,2.10273,5.40421,0.00189091
241275_at,3.14175,1.41521,0.000101453,1.09861,1.3052,0.78789,0.938779,2.35174,0.00531578,0.00922541,1.26129,0.593945,0.000869836,0.30418,0.273721,0.505849,0.00801995,0.368591,2.07115,0.0020969
241276_at,1.94942,0.000520952,0.000101658,0.360546,0.00126533,2.5717,0.643959,2.99698,1.82978,0.237214,0.369558,0.00330996,1.35177,0.00447242,0.552861,0.00114429,1.39092,2.79808,0.000548868,1.76018
241277_x_at,1.4556,1.68013,1.44667,0.106971,2.30592,1.28787,0.00149933,0.00217388,0.00400676,0.785263,0.279326,0.590186,0.190554,1.38491,0.83986,0.440965,0.287317,0.000743411,0.687407,0.930953
241278_at,2.82519,2.36541,1.17151,2.17443,0.00832493,1.14656,2.37472,1.92326,0.685418,0.00517569,0.00162061,0.171542,1.18432,1.48785,0.0373207,0.788372,0.368791,0.62011,1.4295,3.85149
241279_at,2.54118,3.11558,0.745761,0.000873405,0.670323,0.00133185,7.04834,1.05481,1.5605,0.735129,0.648548,2.97133,2.39797,2.20824,2.23695,0.520068,0.502832,2.54255,0.611112,1.48153
241280_at,2.73349,1.86487,0.000552022,0.646201,0.488535,2.78667,0.649041,1.19104,1.29055,2.00761,2.38678,0.16685,0.653982,0.866959,1.34651,9.38866,0.988151,1.08143,1.55349,1.74649
241281_at,3.02679,0.000253499,3.22697,0.00162635,0.712993,2.10406,0.00311151,0.000717687,1.79333,1.27694,2.67449,0.0301026,0.00151585,2.76295,0.00234082,0.0622471,0.311537,0.638949,0.00165728,2.97125
241282_at,1.9948,1.46647,1.88816,0.198978,0.00134177,3.34663,0.229217,0.000775873,1.11466,0.744735,0.520921,0.0145171,0.66323,1.20335,1.24507,30.1094,0.778353,4.08753,0.288428,0.00240828
241283_at,5.12119,0.000202642,4.06201,3.39242,1.05265,2.03901,0.329955,2.39047,0.772823,0.0147049,1.58427,0.854218,0.00320639,2.16334,0.636911,5.24682,0.776787,3.55247,0.831535,7.95735
241284_at,1.90491,1.67185,1.60634,0.00202225,0.00493839,0.173841,2.24889,0.0113529,0.281815,0.00273346,0.00381407,0.0042539,0.460212,0.00284523,0.00399901,0.00211516,0.921693,0.000430828,2.53366,0.529251
241285_at,5.32039,0.911121,1.43694,0.205474,2.72816,106.214,124.913,21.8038,71.0708,29.038,148.519,390.457,76.1646,76.9759,163.848,76.8102,97.8074,407.66,187.538,0.0529218
241286_at,2.0047,21.3998,1.90412,0.139802,0.077567,1.29352,2.37888,0.0160769,0.00364818,3.69211,0.00107805,3.69065,0.000779082,0.00159353,0.00133175,0.00244358,0.000340973,0.000904281,0.000290063,0.921186
241287_x_at,2.18416,2.94294,0.0000479781,1.32208,0.000962687,0.444158,0.00912304,0.00175272,1.90799,0.000975325,0.163664,2.04338,0.00287515,0.00434449,1.94209,0.000661067,0.960777,0.0689487,1.16135,0.00278239
241288_at,1.62414,1.8035,0.000101453,0.000737166,2.44223,0.568831,1.39046,0.000781305,0.00109455,0.00217929,0.0369574,0.236666,1.39796,0.00121409,0.000697027,0.00101642,0.316957,0.00084206,3.65785,0.15834
241289_at,2.63084,1.56844,0.819319,0.28136,1.27066,2.44097,0.000872801,1.15844,0.00243503,0.774912,0.00255852,0.000972764,0.303448,0.00427386,0.715518,0.00114429,0.700131,2.29927,0.00145865,0.00165634
241290_at,1.25169,0.874017,1.83316,1.5394,1.33014,1.15486,0.00140061,0.157542,0.908769,0.00353957,1.03322,0.180474,0.00136009,0.945034,0.00684468,1.04689,3.33358,0.449995,0.26308,0.00153677
241291_at,1.01814,0.000119782,1.19141,0.000883826,0.00103937,0.239531,0.610937,0.00120742,2.07105,0.156962,15.7422,2.13889,0.00128672,0.0876555,0.0925372,0.240652,0.000765837,0.5815,0.194873,0.480006
241292_at,2.26539,1.59813,1.06111,0.00364822,0.939982,0.434499,0.00254884,0.00238518,0.454974,1.94506,2.3771,2.12798,0.918186,0.0780607,0.851697,0.00163737,0.925745,1.44771,0.00325894,0.770494
241293_x_at,1.86361,2.76465,1.67992,3.36004,0.00166957,1.03535,1.17035,1.19452,0.209581,1.73226,0.00163221,0.74547,1.98837,3.36402,1.52088,1.49196,0.506296,0.512871,1.39467,0.680652
241294_at,1.63258,2.55622,1.75577,0.175147,7.28065,0.395878,0.294434,0.0623153,0.53091,0.00139464,4.37524,0.000982272,0.17915,0.00212469,0.00200547,0.0900044,0.00821892,0.419917,0.121097,0.418505
241295_at,2.2889,0.0000618426,0.000285431,0.469636,0.00749563,2.18866,0.418558,0.000866178,0.0773161,1.97303,0.109221,0.160128,0.00704966,0.255543,0.00455238,2.10283,0.000799814,1.84723,0.0059684,0.0012691
241296_at,1.54042,0.000115563,0.00037657,1.16225,0.608937,0.0017172,0.972026,0.00461549,0.00191644,0.134494,0.00233783,1.27229,1.40344,0.616076,0.00975733,1.0125,0.00186883,1.17902,0.00133583,0.215987
241297_at,4.05764,1.82866,2.21693,5.02311,0.112166,5.27804,0.00460444,23.8776,17.8739,18.5092,0.0239996,0.049058,124.529,42.4744,0.0115573,0.00175641,70.9864,39.1088,5.12107,0.0238772
241298_x_at,27.4048,0.714799,1.37582,0.956718,0.630543,0.00509722,2.22735,0.00562466,0.00404549,9.92132,0.0046234,1.74043,1.71645,0.00299333,0.000867257,2.0309,0.0025557,0.652763,1.2014,1.81793
241299_at,2.70264,0.000217036,0.818161,1.16991,0.00608746,0.224097,0.469129,1.44017,0.160405,4.02941,3.81481,3.62728,0.0119691,3.85735,1.13832,0.0048428,1.26889,3.17746,1.59045,1.554
241300_at,0.0000924027,0.00082776,2.21026,0.00353304,3.07166,0.0085591,0.00281642,0.334296,0.1661,1.3887,1.48184,0.00118791,2.93549,0.00199261,0.464337,1.13686,2.92861,1.97027,0.00243078,0.00478633
241301_at,1.93886,8.67497,3.14818,0.000879253,0.00147233,0.371832,0.00151562,0.00132322,0.000801978,2.30488,0.96757,2.22411,1.10116,2.01309,4.63414,0.0866284,1.37405,0.828394,0.548516,0.00122406
241302_at,1.222,4.34122,0.737759,0.994749,0.000539982,0.00902434,0.00123033,0.000638704,0.000664911,2.91115,0.00189903,0.476333,1.67028,0.585558,0.00233809,1.87742,0.536484,0.00199327,0.00597476,2.67391
241303_x_at,4.9777,2.08733,2.75463,9.59449,8.14964,0.000782598,0.00119595,6.58145,0.463715,1.20561,0.00520734,0.00261194,1.77893,0.000893349,0.0251971,0.0156493,0.00203255,1.68756,17.2233,0.00546488
241304_at,0.0000951501,1.7915,0.00218912,0.595307,0.575116,0.0294889,0.381079,1.35669,0.000786077,0.486043,1.14979,0.00313408,0.000602111,0.000522338,0.152084,0.61396,0.00189663,0.000529614,7.90277,0.000990242
241305_at,1.36144,0.0000970236,0.0000561663,0.00146562,3.47665,0.00183479,1.43094,2.44044,0.696731,0.000998158,0.00106059,0.000902116,0.949016,1.23586,0.00171089,2.47637,1.06908,0.00284493,1.05759,0.00144809
241306_at,2.79595,2.32477,0.000135119,0.00165954,3.19404,3.31335,0.335339,0.00182953,0.00131213,0.000958405,0.656823,2.05164,0.598222,0.40296,0.00283862,2.18388,1.01117,1.02259,0.563878,4.38387
241307_at,1.54415,2.55622,1.91782,0.968586,0.307759,2.10296,0.859601,1.49741,1.69962,0.845497,0.672821,0.733367,1.70886,1.51426,3.85057,0.539041,1.00929,1.42304,0.88063,0.00227681
241308_at,230.972,13.3396,3.723,238.574,36.3985,373.538,565.483,385.492,303.298,753.63,825.303,815.784,722.593,499.276,950.278,1382.98,721.052,658.377,645.305,671.66
241309_at,185.212,35.4779,4.64959,340.607,193.643,200.9,615.831,398.344,271.775,261.828,569.356,429.858,379.208,566.603,589.744,1496.23,515.976,607.062,576.697,482.718
241310_at,2.09006,1.59348,1.77698,0.00110219,0.00105853,1.06686,2.72376,0.33354,1.07182,2.39429,0.00210801,0.262955,0.0762637,0.0333117,0.827328,8.02913,2.10254,0.00777741,1.29727,0.857617
241311_at,0.0000873849,0.00010852,1.90846,0.919515,0.00617552,0.00241954,0.542457,0.412012,0.00312057,0.241045,0.000412047,0.00172029,0.00212513,0.320781,1.87285,0.0391556,0.000446392,0.137678,0.1742,1.96311
241312_at,4.27897,2.52971,1.2472,0.000849109,0.621031,1.77587,3.1375,0.647172,2.15916,0.0125515,0.772741,3.36617,0.890186,4.33374,0.00180631,0.823104,0.228438,0.93698,4.13388,0.49825
241313_at,1.82596,3.53316,0.000105719,0.00128121,0.000577923,0.161693,0.00049842,0.00073773,0.698885,1.7592,0.954131,0.017078,4.28434,0.439093,0.920578,1.58886,0.454344,0.22813,1.19696,1.46188
241314_at,1.829,2.73932,1.3531,4.22941,0.00497099,0.000761944,0.00092606,0.329982,0.661581,2.59453,0.968946,0.00252822,0.462017,1.44651,0.00185767,0.782543,0.00161435,2.12548,0.00136378,1.07366
241315_at,0.00116717,1.06909,0.000232836,0.846939,0.00208636,1.1838,0.723788,0.00882069,1.79732,0.00156267,8.17103,0.000756157,0.00098897,0.000364644,0.000142839,0.00015188,0.000380605,0.000251462,0.000251519,0.000223598
241316_at,1.34576,0.000138226,1.24683,0.00123962,0.000766598,2.18861,0.343265,0.0171185,0.901172,1.97668,0.838503,0.00205288,0.515616,3.01892,0.00417131,0.0104751,0.764064,0.00231344,1.90977,0.00150146
241317_at,2.20329,3.16204,1.52612,0.0133993,0.000504076,0.002394,0.00115292,1.04322,2.65142,0.00171334,0.00102012,0.00237168,0.000761108,0.00322245,1.4796,2.20737,1.78487,0.154986,0.490342,0.000957478
241318_at,1.36198,2.03289,1.13928,1.82834,0.00199933,0.8109,0.00396205,0.00292823,2.2337,0.00993468,0.445644,0.775369,1.87107,1.09345,0.901976,0.844951,0.384152,0.838935,1.61586,0.589338
241319_at,1.17922,0.000208543,1.34721,0.436881,3.27137,1.55894,4.57852,1.51199,0.932942,0.734431,0.758528,0.438757,0.991309,5.83863,1.32347,0.886147,0.70828,1.55889,2.88182,1.38328
241320_at,3.87387,1.89325,1.71551,1.8437,0.00091674,2.22207,1.18407,0.00135432,0.00358889,0.000887742,0.32112,0.00178243,1.17672,0.00125689,1.70536,0.00447825,0.000572294,2.8644,5.4874,0.00326522
241321_at,2.8194,0.00063378,0.602656,2.5336,0.0053387,1.43273,0.00351894,2.10748,0.00189138,0.106168,0.0021196,0.853362,2.27972,0.695041,0.778227,2.57916,1.53082,0.10156,0.503821,1.73767
241322_at,2.90146,2.75302,1.44541,1.39683,0.000999303,0.00186863,2.68912,0.546273,0.155763,0.358018,0.736853,0.740841,0.183936,0.00153646,2.45451,0.684093,4.15429,1.25971,2.17476,3.16022
241323_at,2.47844,1.20471,1.79513,0.78597,0.385435,1.46221,18.9016,1.52757,1.11424,1.31807,35.5756,1.51012,1.24544,5.71851,8.22695,198.357,22.3068,191.546,19.7732,5.85612
241324_at,1.92101,0.0000696631,1.45924,0.681682,0.362044,0.000728327,3.06498,0.00171592,0.00779724,0.00517862,2.68063,0.00119218,3.19564,0.00135645,0.918017,1.21622,0.819892,0.00405443,0.285303,0.00128627
241325_at,1.56835,3.7563,2.95758,9.41132,23.6167,1.17497,1.09173,2.87116,8.76597,3.55538,36.2644,25.7412,27.961,65.3994,44.9741,299.311,101.208,97.1483,85.1168,13.7418
241326_at,0.0000806316,3.32557,0.000954654,1.71767,4.66905,0.00093179,0.010135,0.497999,0.00428578,0.297257,0.00143056,3.52115,0.6241,0.16417,0.00607529,0.172682,0.00173663,0.960354,1.60839,0.00225271
241327_at,1.21869,0.0000942923,2.19499,1.12911,0.0022164,1.4559,0.737095,0.0329336,0.00231884,1.53409,0.0266038,2.04774,2.48916,1.42472,0.0886814,0.524886,0.0066089,3.36712,1.24176,0.97316
241328_at,2.14766,0.000181518,0.0000509134,0.49039,0.130844,0.0052831,0.000682906,0.00494621,1.01861,2.67936,0.0550369,0.10093,0.0999122,0.00103285,0.752547,0.00150871,0.822285,0.000990863,2.54258,0.564514
241329_s_at,2.23788,96.7433,2.52433,256.613,0.000749015,95.8029,540.876,42.7462,170.24,240.71,0.0484556,34.4146,119.697,0.0825286,231.152,92.1721,0.874349,174.744,0.102924,0.186381
241330_x_at,1.39237,2.60949,0.615867,0.171646,0.321642,0.490323,2.70092,0.231861,1.49165,0.00156963,0.802969,0.376044,0.00558763,1.16488,0.0996602,1.21404,0.00195836,0.000748117,2.61448,0.00365551
241331_at,1.23613,2.11616,1.02159,57.563,0.00498334,9.58406,32.0605,36.0965,7.17398,37.0658,138.532,78.3047,106.642,136.939,30.8513,167.237,93.5434,86.6121,77.0064,41.2028
241332_at,0.000219488,1.97423,1.3859,2.14049,0.187094,1.03532,0.337193,0.00126777,0.759408,1.2969,0.000961964,1.58171,0.000782764,0.00136901,0.00454062,0.00131046,0.000573827,0.541669,1.52343,0.00172207
241333_x_at,2.13172,0.000138226,1.85701,1.04371,0.00247554,0.00217718,0.00118007,0.218082,2.32275,0.0015862,2.196,0.31927,7.87361,1.71803,0.00187986,0.037143,0.729062,0.0017863,1.66645,0.852024
241334_at,1.5523,1.75299,1.36355,0.94171,0.000889371,0.219286,3.14485,1.77399,0.579669,0.967329,1.20105,4.13559,0.747872,0.232642,3.73736,2.67348,1.14738,4.47503,0.845064,1.12031
241335_at,1.41861,1.88854,0.000183061,0.674257,0.599214,0.871371,1.02832,0.611125,2.08015,0.054349,0.00181471,1.4569,0.000503895,0.00242347,1.18045,2.76846,1.5831,0.000410629,0.000939448,0.000387122
241336_at,1.60811,2.07698,1.00475,0.877746,0.0085648,0.000953978,0.112501,2.1965,1.80468,1.37007,1.31007,3.6439,1.83959,3.46304,0.353601,1.86085,0.0290648,2.41253,0.315463,1.04369
241337_at,1.37212,0.734125,0.000141646,0.000629925,0.312665,3.6838,0.00139403,0.312669,0.000686928,0.00159457,0.703659,0.330973,0.000929054,1.00186,0.640644,0.00359235,0.00443631,0.00112243,0.00407379,1.25728
241338_at,1.64112,0.0000656051,1.23863,0.00517357,0.703097,0.0033934,2.90717,0.565064,0.00318567,0.00140363,0.958254,4.59127,0.493478,0.0115016,0.00519978,0.00239857,0.843822,0.30687,0.263378,0.67313
241339_at,1.13758,0.000175235,1.25736,0.871791,1.67585,1.9978,0.0028166,1.41208,0.00120073,0.861603,0.000763999,0.00222558,0.336616,0.00205886,0.324417,0.000773507,0.405383,0.000761193,3.43278,0.000568427
241340_at,2.70028,2.66934,0.737599,0.00104603,1.71889,0.378088,0.00201564,0.001078,1.24441,0.436224,1.17525,2.5645,0.00107149,0.00122384,0.29527,0.00186108,0.000652821,0.000961083,0.000839623,0.000520428
241341_at,1.77675,1.90374,1.19068,1.3579,2.44763,0.198778,1.21839,0.101996,0.0019759,0.00121794,0.000947052,1.12699,0.566274,0.00173362,2.22217,0.0677873,0.485879,0.0020011,2.54708,0.000871604
241342_at,0.000195161,0.00018825,2.4071,1.09241,5.17315,0.160835,0.00176285,0.123153,0.527197,0.764947,0.00124353,3.62099,3.15382,0.836935,0.00328006,0.00115442,1.88143,0.0111879,0.678784,0.0235231
241343_at,2.15508,1.11174,2.14047,4.23343,1.12589,0.0082477,0.469719,0.00172584,1.36647,0.320024,16.4944,6.7723,3.94132,0.00152158,8.1141,1.38045,5.24491,2.79927,0.000952869,5.29427
241344_at,0.000202176,1.96045,0.0000817687,0.105703,0.00400329,0.779228,1.07905,1.22086,1.40108,1.03236,0.776419,2.55069,2.8885,0.0357602,4.43867,0.00404266,0.646383,2.86542,0.659172,2.33382
241345_at,0.619179,1.20423,0.0000979356,0.357637,0.582858,0.00429272,0.816179,0.318204,1.32811,1.67706,0.002243,0.000951321,0.0762983,0.00393201,0.00103809,0.795439,2.13685,0.607004,0.00326998,1.90425
241346_at,2.05836,1.87956,2.31469,0.000837616,0.000948477,0.000783965,0.000842775,0.000836937,1.96051,1.60447,0.0922354,0.00198995,0.313225,0.541623,0.000626107,0.566898,0.454496,0.0740764,16.9093,0.00552394
241347_at,343.877,29.4088,2.47181,76.8385,254.117,498.714,548.326,387,368.263,492.258,634.963,730.349,443.624,469.796,668.602,824.092,350.764,712.664,688.79,527.917
241348_at,1.1294,3.23925,1.04646,0.00112102,0.571256,0.0020254,0.4855,0.483144,1.36789,0.00494708,0.00166614,1.4908,2.10087,0.00148111,0.000732083,1.87327,1.07373,0.371998,0.247531,0.907098
241349_at,2.84799,3.27764,1.32622,0.344276,3.56585,1.10595,0.00197009,0.00274182,0.00118284,1.42176,1.34184,0.00105361,0.00112802,1.19209,1.36734,0.00141768,0.804251,0.000668406,0.00118237,0.237217
241350_at,2.31501,0.000134928,0.000074557,0.000469981,0.000428023,1.30901,0.00030452,0.00131567,0.000433229,0.000971906,0.0113776,1.38622,0.670344,1.08099,0.238489,0.00420178,1.49616,0.939459,0.576187,0.412233
241351_at,1.91425,0.0000745002,1.51761,0.825123,0.00115879,1.22582,0.866527,1.13786,0.00185227,1.32697,0.00134747,0.0783026,1.3577,1.54923,0.0040437,1.80579,1.68479,1.45402,0.00205097,0.686397
241352_at,1.62645,0.000484562,0.44049,1.28568,0.000990492,0.62764,1.51904,0.326246,0.0117163,1.31863,0.124927,0.00114086,0.110136,0.00068793,0.170397,6.93532,0.609211,0.384214,0.381392,0.0010135
241353_s_at,1.8205,1.97471,2.12129,0.768816,8.90613,0.0321439,0.162821,1.16046,0.55298,1.42709,0.585222,0.00719593,2.75644,0.00516573,0.764954,0.0170777,0.239855,0.569417,7.61394,0.151283
241354_at,0.0000400042,0.000489812,0.0000917864,0.000606529,0.000314149,0.000882714,0.000765186,0.859895,0.00078476,0.000719718,0.00383226,2.83808,0.0354521,0.575021,0.00271635,0.330325,1.34074,0.000710747,1.05495,0.124656
241355_at,1.03769,0.000134885,0.564613,0.00847133,0.0918264,1.29645,2.14777,0.00129931,0.415575,0.225179,2.23476,0.00165578,1.79643,1.0196,0.00250683,0.00290099,2.39633,0.00938615,4.34242,0.763021
241356_at,2.30343,2.03392,2.2551,1.78,0.0831136,1.41305,1.9857,1.0298,0.77604,0.0151572,0.0538886,2.32144,2.08942,1.37425,3.64937,1.05655,2.18072,1.42201,2.21923,0.00207102
241357_at,1.99196,1.94242,1.99843,0.455214,2.0348,0.00159514,3.34019,2.45958,0.00278912,0.298082,0.610695,5.05015,3.00249,4.0668,0.00160896,0.143902,11.0092,12.3535,0.00133629,0.00749243
241358_at,0.0000430355,0.0000433186,1.16816,0.00178349,0.000635351,1.44079,0.989173,0.000929863,0.00151654,0.000748501,0.445507,0.000887528,0.000773119,1.46651,0.32955,0.296929,0.479103,0.977158,0.00547358,3.42564
241359_at,0.0000715747,1.34997,0.77407,0.00150653,1.20086,2.14992,0.940065,0.000804168,0.000716982,0.284899,0.00210086,0.00288606,2.79185,1.06138,1.64519,0.411566,0.0886592,0.0022996,1.50037,1.36703
241360_at,2.2309,2.90277,1.61853,1.84442,2.60227,1.39897,0.964258,0.00556923,0.00653267,0.000525253,0.0076667,0.00127673,0.170471,2.66073,0.00254488,0.590556,1.74598,0.00264121,0.00389225,2.5744
241361_at,1.10796,0.0000761804,0.914257,2.89753,0.00197116,1.09899,1.81541,0.994484,0.993506,0.00381751,0.00102704,0.018483,0.771338,3.42605,0.00653196,0.0013029,0.00191986,0.00253051,0.0231589,0.466995
241362_at,0.293892,0.000174741,2.32194,1.14796,0.00136342,0.00228321,0.0012571,1.70821,0.000813905,0.686942,6.59929,0.634633,0.000987362,0.849967,0.495563,0.46053,0.442831,0.184276,0.0609979,0.00623115
241363_at,40.8538,1.76857,2.27599,5.30154,36.1989,111.74,166.111,76.1819,184.649,37.6777,250.263,177.622,290.94,156.69,170.776,261.558,142.612,269.652,77.6022,145.38
241364_at,1.7139,3.10228,1.13586,0.805007,0.937842,0.00320857,0.0011655,0.00196444,2.31008,2.62769,4.06248,3.37748,0.00234505,0.00161777,0.000951009,0.392187,3.80278,0.562576,0.16827,0.000883719
241365_at,0.0000892467,0.000186056,1.37044,1.88534,1.10542,1.40272,0.0153934,0.00136115,0.00109643,0.910137,0.00912538,0.0794649,0.00200171,0.00173165,0.525529,1.85038,0.16031,0.00200773,1.50415,1.51732
241366_at,2.15691,0.000260456,0.724688,1.63025,0.963158,1.70259,1.7674,1.12168,0.0037486,0.499142,0.395704,2.69643,1.07153,0.00254946,1.52489,0.00705158,2.37666,0.949146,1.07227,0.00249552
241367_at,1.06362,1.09896,0.0000589362,1.90978,0.679045,1.10139,1.04482,1.47748,1.01194,1.25807,0.00407157,0.246439,0.700764,1.3077,2.35873,0.758507,2.14001,4.97554,0.00113119,0.00255671
241368_at,0.0000615053,2.71538,2.32656,3.00571,0.21702,0.00252201,1.74133,0.590078,0.894982,1.2101,1.73932,11.0469,1.08581,0.229761,1.44509,0.785503,0.968827,2.05127,3.18485,6.35679
241369_at,1.64068,1.26018,1.3424,0.526306,0.000915899,0.464567,0.689115,0.859829,0.00238998,2.29634,0.00188915,0.00785553,1.4371,0.152795,2.96959,0.025153,0.78492,0.378936,0.00160548,0.561713
241370_at,2.14626,0.907445,2.41213,0.0160718,1.69277,0.234936,1.76183,0.448168,0.000908399,0.00514637,1.68306,0.0030532,0.883231,1.54774,1.59026,0.00436606,2.62622,0.139552,1.32849,0.00237939
