ID_REF,Breast cancer saliva-1,Breast cancer saliva-2,Breast cancer saliva-3,Breast cancer saliva-4,Breast cancer saliva-5,Breast cancer saliva-6,Breast cancer saliva-7,Breast cancer saliva-8,Breast cancer saliva-9,Breast cancer saliva-10,Healthy control saliva-bc1,Healthy control saliva-bc2,Healthy control saliva-bc3,Healthy control saliva-bc4,Healthy control saliva-bc5,Healthy control saliva-bc6,Healthy control saliva-bc7,Healthy control saliva-bc8,Healthy control saliva-bc9,Healthy control saliva-bc10
1552494_at,1282.6,1414.25,65.79,4053.8,1585.46,1119.14,1083.6,752.46,2007.15,1248.67,1919.68,1621.56,1574.62,1857.25,1518.11,998.76,1402.1,865.02,1229.56,1448.01
1552496_a_at,0,4.22,2.26,1.53,3.21,0.03,13.77,0.02,1.77,5.51,0,0,1.56,0,3.06,0,4.06,1.19,0.17,0.01
1552497_a_at,168.36,83.13,39.59,120.22,111.72,119.71,140.59,83.98,323.73,54.86,155.35,159.31,135.1,275.28,480.46,345.5,622.03,416.97,124.46,158.58
1552498_at,0.65,0.96,0,4.53,5.98,2.6,2.93,1.63,0,1.43,6.54,2.91,2.31,5.04,1.29,1.48,0,2.44,7.29,6.28
1552499_a_at,979.62,978.53,1054.32,918.01,1476.62,1024.52,988.77,1084.07,1264.77,958.2,1065.82,1060.14,1034.13,1223.52,818.13,1096.86,1057.19,1018.47,1364.53,978.56
1552501_a_at,2.35,6.8,4.91,1.54,0,0,0,0,0,0,0,0.02,2.14,3.6,0.01,0,4.43,0.93,7.3,0
1552502_s_at,0,3.28,6.3,2.11,2.44,2.55,0.01,5.09,1.22,0.02,7.41,0,0.01,0,0,4.22,8.45,0,1.11,0.51
1552503_at,0.01,0,0.37,2.48,0,4.2,1.1,5.61,0,0,3.53,0,2.92,1,0,1.22,2.25,0,0,1.76
1552504_a_at,39.28,10.16,9.66,1.61,23.49,17.53,18.48,8.17,0,0.95,6.17,0.33,2.51,6.59,3.94,64.28,72.27,2.24,0,0.48
1552506_at,1.89,0,0.4,2.19,0.6,1.96,13.22,0,2.51,0.1,0,0,0,2.26,1.89,0,4.13,3.03,1.76,2.94
1552507_at,2.67,2,2.06,3.95,0,0.59,14.16,0,0,3.06,0,3.86,4.38,0,2.71,0.63,0,0.01,9.05,0.01
1552508_at,4.05,4.22,1.96,2.17,2.67,0,3.79,0,2.03,1.13,2.59,0.99,1.31,3.1,3.79,3.93,0.87,0.9,1.24,4.32
1552509_a_at,20.34,11.26,12.32,7.61,9.67,38.21,7.14,4.24,106.78,8.23,154.77,119.94,4.61,60.27,98.42,52.13,231.1,176.71,66.06,145.5
1552510_at,1567.66,2092.83,1591.7,1622.67,1518.96,1579.94,1701.26,2122.75,1446.63,1481.15,1693.98,1685.46,1548.98,2004.67,1926.13,1432.78,1854.84,1969.2,1043.5,1643.49
1552511_a_at,4.03,2.88,1.89,1.64,0.54,2.86,0,0,1.22,3.7,0,0.01,0.04,2.23,1.93,1.15,0,0,1.25,4.08
1552514_at,0,0.01,7.36,3.4,3.48,1.15,9.95,1.46,0,0,0.01,4.89,0.58,2.2,1.79,0,8.6,1.4,10.89,0.01
1552515_at,1.76,1.29,1.72,5.26,2.23,3.18,0,0,2.56,0,0,2.29,0,2.39,1.72,2.5,1.38,0.06,5.08,0.01
1552516_a_at,0,4.89,3.67,4.64,1.35,4.65,4.5,4.32,8.51,5.78,2,3.61,0.36,39.32,15.94,1.7,14.17,4.17,1.71,10.77
1552518_s_at,1.26,4.62,0.09,0.54,0,0,0.93,0,3.59,0,0,7.61,0,0.01,0,2.82,3.34,0,0,0.58
1552519_at,0.03,10.58,1.8,9.74,13.66,0.01,25.5,7.46,6.81,3.32,4.73,24.04,5.86,5.86,5.41,11.61,12.6,11.72,9.3,0.01
1552520_at,0,19.47,2.6,0,0,0,5.75,2.64,0.01,0.44,3.5,1.36,1.23,4.35,2.11,1.38,0.01,0,3.65,0
1552521_a_at,0,1.6,1.42,0,0.5,0,0,8.31,4.15,0.61,8.29,4.44,0,2.79,0,0.01,0.04,0.02,0,12.67
1552522_at,2631.63,2342.87,2242.53,2243.37,2017.41,1607.68,1948.12,2161.01,3341.06,2188.35,3534.19,2331.17,1786.54,2125,2731.47,2561.91,2327.72,2226.75,2278.14,2145.03
1552523_a_at,1.67,1.03,2.21,19.65,4.43,2.42,0,0.9,3.31,0,1.44,0.4,0,2.53,0.83,0,1.1,0,0.73,0.71
1552524_at,0.67,0.01,9.92,7.66,1.78,0,3.73,0,0.06,12.65,6.37,0,0.01,2.21,0,4.28,0,14.49,3.92,0
1552526_at,708.35,743.92,790.11,733.29,575.5,722.44,693.33,614.28,853.27,709.81,894.69,808.3,741.07,853.72,870.73,746.04,703.78,787.42,807.95,919.14
1552528_at,5.76,0,0.01,2.18,0.33,3.8,4.53,2.71,0.45,4.37,0,0.83,5.5,2.39,1.97,1.2,3.61,0.01,0,0
1552531_a_at,577.24,550.16,464.42,679.91,561.24,548.1,326.47,3983.64,563.18,681.59,925.8,580.84,828.59,522.7,679.39,437.54,329.25,463.19,3794,525.88
1552532_a_at,5.31,0.01,0.23,3.89,3.27,0.87,6.99,0,0,0.12,0.01,0,0.99,0,3.73,2.25,8.43,1.69,6.05,5.83
1552535_at,6.02,7.64,7.23,6.42,11.59,6.38,6.84,12.66,2.45,8.79,3.29,6.25,15.33,5.89,5.98,4.6,1.55,7.97,4.84,6.36
1552536_at,0.01,3.52,5.79,1.87,3.07,3.59,8.07,0.03,3.8,0,6.59,0.01,3.12,9.56,7.54,0.37,11.52,2.57,2.44,1.73
1552538_a_at,0,2.86,0,3.83,4.88,2.35,0,2.49,1.63,0.01,1.83,0.01,0.01,1.99,1.17,5.17,2.81,3.36,0.93,0.23
1552540_s_at,0.01,0.67,2.59,2.27,3.95,0.02,5.91,0,0.57,0.07,0.01,5.21,3.36,1.96,6.33,6.5,1.66,6.04,2.99,2.53
1552541_at,3.61,0,5.36,2.83,0.01,2.08,0.09,1.55,0,8.81,5.55,0,0,1.77,0.01,2.87,4.8,3.4,0.28,0
1552542_s_at,971.8,1093.03,735.5,881.85,556.68,604.59,612.72,959.53,981.02,762.15,918.29,970.22,907.7,347.09,860.84,627.34,919.83,991.56,827.29,833.77
1552543_a_at,1.31,0.01,3.48,0,3.5,5.53,1.88,5.09,15.04,9.35,0,0.01,2.25,1.85,1.79,3.13,2.05,0,0,0.01
1552544_at,0,0,0,0,0.84,4.46,8.41,0.42,3.77,2.46,9.12,12.08,0.47,5.44,1.41,2.33,5.63,0,0,6
1552546_a_at,7.48,2.16,3.15,3.24,3.75,1.53,2.22,0.01,2.92,4.53,0.05,0.01,3.13,0.01,1.77,0.03,4.43,3.42,0,0.33
1552548_at,1243.28,1596.13,1788.3,1584.62,1803.1,1833.61,1899.61,1513.97,1225.99,1588.27,1299.74,1688.05,1296.01,1018.12,1334.05,1407.35,1101.36,1951.77,1508.13,1470.98
1552549_a_at,0,0,3.65,21.09,4.58,0.01,1.55,0.01,1.39,3.7,0,3.57,0,4.41,0.01,7.34,5.4,2.42,0,0
1552552_s_at,0.03,0.06,0,2.88,0,0,0,0,3.95,0.01,0,4.23,0.26,0,2.11,2.96,0.52,1.92,0,0.05
1552553_a_at,154.05,99,44.19,47.84,8.47,143.25,144.72,91.08,582.29,207.35,559.53,510.88,602.26,794.38,621.3,804.62,714.1,778.51,268,410.17
1552554_a_at,1.18,0,1.51,4.81,1.36,0.01,0.03,0,2.1,4.54,9.29,1.47,2.13,1.15,6.96,1.39,1.96,1.32,0.01,0
1552555_at,4239.34,4498.67,3638.66,3042.9,3912.17,3649.83,4215.12,3806.48,4778.24,3955.18,4854.6,4935.1,3969.55,4531.27,4557.7,4570.13,4315.66,4912.44,4057.97,4800.06
1552557_a_at,8.72,0,0,4.48,0,0,2.4,2.24,0,1.29,5.93,0.78,1.35,0,1.81,8.97,2.66,0,0.69,1.16
1552558_a_at,142.72,89.53,202.55,99.99,183.03,200.47,82.2,99.24,364.27,149.21,108.97,231.47,128.19,165.55,220.82,86.76,97.72,84.3,58.49,146.4
1552559_a_at,0,1.61,0.98,2.36,8.64,6.85,18.23,2.9,2.54,20.21,0,1.63,0,22.47,0.11,0.01,2.76,2.2,1.57,1.62
1552562_at,1.7,2.13,1.98,0.2,1.61,9.11,0,6.71,0.14,0,2.03,0,2.49,4.43,5.01,0.43,2.93,1.69,2.06,2.6
1552563_a_at,11.36,4.87,0,0.01,0.31,2.07,7.1,5.95,2.22,7.52,3.26,0.02,0.01,6.82,0.28,2.63,0,0.01,0,1.6
1552564_at,1.99,2.78,7.21,0.75,1.34,0.61,1.43,4.52,5.41,3.33,3.57,1.08,5,0.4,0,0.75,2.02,2.27,3.15,1.81
1552566_at,3.28,4.26,5.32,4.29,3.11,0.01,3.44,3.06,2.72,0.33,0.15,0.02,8.1,0,2.19,6.8,3.89,0,1.24,0.25
1552568_at,0,0,0.78,4.94,0.28,0.01,0.37,3.03,0.65,3.57,0.32,3.48,1.55,2.8,1.4,0.04,0.68,0,0,0.45
1552569_a_at,2.56,2.86,2.91,4.37,7.78,3.05,0.32,3.01,0,1.78,0.02,8.85,5.51,0,1.42,8.89,1.97,2.87,7.29,4.75
1552570_at,2104.14,1936.2,1670.86,1744.69,1480.72,2135.16,2187.56,1474.17,1483.93,1839.05,1461.51,1741.69,1737.13,1541.37,1410.54,1698.34,1865.74,1592.26,2061.98,949.83
1552572_a_at,40.78,104.69,30.41,113.13,15.79,26.83,246.39,41.95,0,7.02,2.92,3.17,3.7,4.87,1.79,2.15,4.1,12.5,246.27,2.11
1552573_s_at,1.39,3.48,2.1,0.01,8.37,1.87,0,131.27,19.21,1.41,1.64,122.35,24.82,3.17,4.07,4.03,8.59,16.32,0.88,6.45
1552575_a_at,1.24,0.09,0.97,0.4,3.59,0,0,1.24,12.97,1.52,5.05,1.08,1.33,2.38,6.38,3.11,52.52,5.22,0.34,13.06
1552576_at,1.02,0.65,4.38,6.42,1.29,0,3.13,2.58,7.36,3.7,3.59,1.57,7.83,7.36,8.62,0.04,2.79,2.45,0.34,2.02
1552578_a_at,0.87,2.04,2.41,0.54,3.3,1.07,1.87,3.47,5.63,0,0,0,3.18,2.16,2.57,0.25,3.78,3.71,3.09,13.5
1552579_a_at,0.12,3.92,5.84,7.54,2.64,0.01,0.01,0.01,0,3.64,3.67,1.89,1.36,0.55,0.63,1.71,0.01,3.71,14.89,2.1
1552580_at,0,11.07,2.37,6.11,3.03,0.88,0,19.15,0,15.71,2.57,1.51,1.28,4.23,6.62,0.07,0.99,0,0.55,3.01
1552582_at,0,0,11.32,0.1,0,0,9.31,0,0,4.43,0,0,0,8.45,8.55,0.02,0.01,5.49,0,1.19
1552583_s_at,16.19,13.33,54.73,2.74,9.61,0,5.07,3.46,6.24,0,8.12,1.46,57.46,4.93,0.6,8.35,0.77,21.26,0.02,0.44
1552584_at,0,6.71,1.97,1.59,0.27,0.02,2.19,0.01,4.05,3.07,3.48,0,5.4,0,0.68,0,4.93,0,0.82,1.75
1552585_s_at,8.75,4.5,5.43,0,6.4,7.89,0.06,0.31,0,5.02,6,0,0.43,5.7,6.39,12.18,3.52,5.89,2.08,3.18
1552586_at,7.57,0.01,2.27,2.47,16.31,14.37,12.25,7.73,0,12.26,2.12,0.14,2.57,3.14,0.02,0.01,4.34,0,3.9,4.07
1552587_at,1.95,2.97,9.22,5.95,2.17,6.53,12.17,1.98,4.7,4.56,5.34,0.34,7.34,6.11,6.94,0.95,4.47,11.57,4.38,3.18
1552588_a_at,5.96,1.67,10,8.66,4.09,0.01,8.68,0.26,2.84,5.95,2.45,0.03,0.4,0,2.92,6.44,5.45,2.73,2.73,5.26
1552590_a_at,1.23,2.75,2.57,1.2,0,0.02,4.92,0.01,1.65,1.36,2,1.52,7.44,4.79,5.78,0.1,4.28,0,0,1.46
1552592_at,8.22,9.1,11.24,8.82,8.43,7.08,4.41,15.35,1.62,2.39,1.57,4.68,8.01,9.28,5.41,5.02,1.89,4.88,7.27,12.36
1552594_at,26.65,9.96,48.36,35.6,8.68,29.24,35.34,45.07,17.42,60.09,27.13,14.49,10.2,47.23,10.41,7.92,11.49,30.86,8.4,52.07
1552596_at,2.22,3.27,3.67,4.08,0.53,3.12,9.14,0.45,4.7,5.01,4.43,4.9,11.76,3.75,8.32,4.24,5.42,3.5,3.01,3.52
1552598_at,62.66,183.61,19.01,175.4,116.61,65.54,251.34,38.15,353.53,6.04,144.75,343.23,209.49,152.05,259.83,200.97,291.04,159.58,75.57,328.3
1552599_at,6.97,25.95,47.02,74.65,61.7,18.86,3.77,1.76,11.69,16.22,10.71,58.34,15.3,432.51,114.8,12.56,31.77,5.48,82.79,16.56
1552602_at,478.58,781.51,678.41,405.17,218.77,405.22,306.41,531.59,262.5,352.18,278.19,562.92,787.92,138.09,154.41,239.19,340.17,200.64,243.16,53.95
1552604_at,65.15,238.68,77.34,57.15,85.25,106.66,100.75,97.72,63.05,117.41,45.35,32.79,145.5,61.97,237.8,90.47,32.28,87.07,95.8,7.46
1552605_s_at,1713.95,1978.87,1714.87,1655.33,2063.88,2070.16,1811.59,1534.05,1986.82,1856.55,1582.88,2060.44,1654.75,1890.91,2477.22,1964.18,1878.92,1340.45,1736.32,2244.31
1552607_at,7.22,0,4.84,2.46,2.8,0,0,0,0.02,13.61,1.88,2.81,4.14,0.91,0,0,0.01,0,0,1.18
1552608_at,4.29,5.07,0,5.99,2.6,4.7,1.97,0,0.01,7.57,3.56,4.6,0,0,5.08,4.95,0.47,4.95,1,4.81
1552609_s_at,3.11,7.25,2.2,0.01,2.72,1.91,6.01,5.22,8.2,9.76,0,0.01,8.77,1.24,1.69,5.45,3.42,9.26,2.76,2.89
1552610_a_at,0,3.6,4.07,0,0,0,1.99,0.44,1.3,2.39,4.77,1.58,0.01,0,0,6.29,0.01,2.29,10.37,0
1552611_a_at,10.03,7.48,0.01,12.95,0,0.01,11.15,3.89,21.12,18.34,21.16,20.18,30.67,0,0,35.85,11.62,9.51,19.26,12.82
1552612_at,3.55,0.71,1.53,1.7,8.61,5.84,6.76,4.47,7.22,2.24,8.23,3.29,4.56,6.41,0.72,3.47,10.27,2.88,5.84,1.5
1552613_s_at,4.07,0.5,6.01,0.02,2.37,5.57,9.24,2.99,0.24,8.61,6.09,2.14,6.01,8.53,3.45,3.19,3.16,2.61,0,5.77
1552615_at,2.39,2.28,0.01,0.01,3.44,5.2,1.9,2.12,7.95,0.02,2.51,0.98,7.25,2.47,3.76,2.48,4.16,3.71,0,0
1552616_a_at,1847.95,1865.28,1735.16,1494.61,1866.81,1003.4,1392.14,2141.18,1779.53,2067.29,2104.7,1707.73,1644.18,1928.87,1670.6,1525.18,1541.35,1522.21,2255.21,1534.74
1552617_a_at,2.02,5.38,0.73,7.89,6.97,2.03,1.03,3.7,4.63,3.49,0,8.76,0.04,4.24,7.54,0,0.93,0.3,8.47,1.83
1552618_at,0.02,3.88,0.49,5.51,7.02,5.75,5.32,0,0,5.03,11.32,6.1,0.35,0,14.99,2.76,11.59,0,6.72,15.75
1552619_a_at,22.04,0,12.41,2.93,6.48,0.02,3.11,9.08,3.46,4.05,3.82,0,76.86,2.59,1.11,3.91,3.36,0,4.39,9.88
1552620_at,1682.36,1871,1902.77,1453.77,1591.72,2621.45,458.14,980.53,1114.48,1408.46,1635.85,1332.8,1336.99,629.41,420.12,1646.51,271.28,1995.13,1651.56,1422.36
1552621_at,3.19,0.01,0,0.48,0,0,0,3.33,0,1.15,0.83,0.36,3.58,6.22,2.31,9.55,0.98,7.05,0,26.82
1552622_s_at,415.11,690.8,293.49,419.43,590.85,547.23,273.62,424.79,159.85,234.15,456.12,229.59,747.85,268.36,306.78,445.69,317.46,273.69,305.26,18.14
1552623_at,445.45,383.49,328.21,589.1,295.94,816.41,748.71,516.04,1268.79,702.41,960.38,1163.04,1051.33,1171.92,1608.49,1097.71,1741.37,791.68,591.42,1450.39
1552625_a_at,2.85,0.51,2.55,2.79,0,7.52,1.68,0.15,1.86,1.8,1.86,3.39,3.07,10.14,0,2.8,1.56,1.63,0.01,0.7
1552626_a_at,0,8.08,7.79,4.99,14.76,0.01,0.97,7.01,9.66,0,13.14,1.87,2.34,0,6.51,0,0.01,0,4.13,0.01
1552627_a_at,0,0.8,0,0.18,0,0,0.05,0.03,0,0,0.01,2.82,0,9.12,2.22,0,8.24,1.48,0.19,7.69
1552628_a_at,8.04,4.12,0.01,0.01,38.75,2.61,7.07,10.24,2.78,0.01,9.63,0,0.03,4.64,0.94,0.2,2.93,2.34,9.09,6.64
1552629_a_at,1184.99,1340.15,1385.59,1478.58,1219.67,958.13,1287.76,1219.01,1493.34,984.25,843.03,1575.22,838.6,1184.38,1186.76,1219.82,1499.28,1061.55,1182.99,513.98
1552630_a_at,2.01,4.92,1.46,0,0,2.04,4.65,0.49,0.88,0,0,0.61,0.34,0.03,4.86,2.99,2.56,0.77,0.13,0.67
1552631_a_at,0,1.93,3.86,25.57,14.17,9.84,0,54.15,146.96,17.08,109.22,33.42,18.26,168.66,26.01,25.37,21.76,20.35,4.16,0
1552632_a_at,6.53,5.49,173.23,15.28,69.37,73.55,149.71,0.02,22.74,0,63.3,84.64,0.03,16.82,277.29,93.01,35.78,80.29,4.18,0
1552633_at,2.06,42.83,3.7,2.12,8.86,15.03,37.67,2.81,0.8,0.02,3.55,3.71,67.11,4.77,2.95,19.26,32.24,15.44,101.27,3.52
1552634_a_at,0.02,0.01,1.48,0.43,0,7.65,2.01,2.89,0,0,0.87,0.35,2.99,5.66,0.01,4.69,3.54,3.25,1.16,0
1552637_at,122.25,164.08,242.44,149.54,10.27,33.05,130.86,101.98,98.03,62.97,130.29,143.38,186.97,270.2,172.99,309.71,290.27,694.91,181.18,397.56
1552639_at,4.46,0.01,2.67,0.32,4.42,4.07,0.03,0.01,4.36,4.19,0.01,0.01,0.19,3.24,0,4.5,0.46,3.81,5.38,5.12
1552641_s_at,3.25,0.01,3.58,0,0.25,0,0,2.86,3.87,1.56,0,2.25,0,2.6,1.74,0,5.89,0,1.86,3.63
1552643_at,1.86,0,0.43,0.01,3.85,0.01,0.5,9.19,0,2.99,1.14,3.07,14.34,0,3.57,0.33,0.01,4.72,0,5.28
1552644_a_at,2.78,1.01,6.28,2.57,3.62,3.99,5.63,9.45,16.49,5.68,2.08,2,0.48,1,8.95,4.18,35.33,4.74,3.55,0.45
1552646_at,5.61,12.63,4.58,15.32,35.51,5.13,6.94,16.22,24,67.73,111.31,82.08,47.72,477.55,233.54,30.04,20.02,21.64,7.82,100.41
1552648_a_at,1.08,6.99,1.35,0.03,4.5,3.87,10.01,2.35,2.43,0,0.48,2.14,7.95,0.5,0,2.92,5.01,4.26,5.22,2.25
1552649_a_at,0,11.34,0,2.23,0.01,0,3.55,0,6.55,7.82,2.03,0,0,1.89,4.71,3.52,0,0,1.72,0
1552651_a_at,0.12,51.53,60.64,96.38,20.69,172.96,96.69,52.32,7.51,38.05,174.05,85.19,113.96,278.8,0.45,89,13.79,91.51,8.35,30.88
1552652_at,1841.76,1706.2,1618.27,1877.39,1912.01,2053.04,2152.16,1197.23,1720.69,1993.32,1505.75,1252.49,1071.53,1808.86,1231.37,1264.81,1572.27,1035.42,1951.3,1799.53
1552656_s_at,6.38,5.4,1.43,0.95,7.49,5.62,4.5,0.23,2.17,2.96,0,10.92,1.56,1.29,12.79,3.78,4.78,3.93,3.64,0
1552657_a_at,10.6,6.43,18.25,7.54,1.57,0.23,0,6.75,0,0,5.48,0,1.22,3.65,0,0,1.94,2.73,1.09,1.27
1552658_a_at,1.36,3.81,4.23,0,9.71,0.95,0,0,0,0,8.53,13.9,6.91,0.02,1.57,7.28,4.07,5.64,0,10.1
1552660_a_at,91.2,135.95,28.01,180.08,232.16,56.67,43.74,6.87,145.09,2.62,108.07,201.44,43.16,239.84,266.78,178.78,60.66,164.31,41.42,173.36
1552661_at,1.04,0,0.96,0,1.22,0,0.16,12.29,0.67,1.96,0,0,1.05,2.26,0.41,0,0,4.18,0,0
1552662_a_at,55.78,0.01,128.12,0.01,79.67,0.02,0.01,0.01,51.72,0.01,48.34,285.3,6.47,13.22,21.25,10.13,0.03,54.11,30.02,0.01
1552663_a_at,3.32,5.34,1.67,2.76,10.41,2.96,11.45,1.42,0,1.08,5.53,5.27,4.32,4.19,9.28,5,4.87,3.22,5.69,4.85
1552664_at,81.31,19.49,4.21,82.04,146.23,68.94,5.04,5.35,4.28,63.21,47.38,39.15,40.71,4.96,5.79,35.39,47.38,26.57,8.5,209.21
1552665_at,137.5,181.63,160.55,32.08,105.75,102.8,201.57,187.4,86.7,97.68,68.11,36.42,29.38,146.56,117.3,33.13,99.57,59.78,98.97,76.28
1552666_a_at,6.31,0,0.57,0,0,0,2.89,1.23,0,4.39,0.01,5.8,1.17,0,0,2.65,1.03,0,0,0
1552667_a_at,2.37,0,0.97,0.47,0.01,4.96,0.96,0.01,0,0,0.02,0,0.85,5.09,1.94,0,5.32,0,1.82,0
1552669_at,0,0.01,7.17,2.85,0,0,4.9,0.31,4.7,0,0,1.01,4.65,4.9,2.41,0.33,2.46,0,0.01,8.89
1552670_a_at,3.25,3.31,0.35,1.32,3.22,0,1.06,1.1,1.38,4.3,7.22,7.57,2.3,2.61,3.12,1.09,2.05,3.94,0,3.33
1552671_a_at,5.94,0,0.01,0,0.54,0,0,0.95,0,0,2.3,2.24,0,2.07,0.36,0,2.71,3.08,0.01,0.58
1552672_a_at,0.26,13.14,180.83,17.6,74.36,3.46,86.04,46.81,3.26,7.17,0.01,0,0.01,2.94,0.9,11.1,3.84,0,21.26,0.01
1552673_at,1.48,12.42,8.91,9.17,3.25,6.52,3.93,8.57,3.2,2.07,2.18,0.59,0.62,1.04,0.43,3.93,2.31,2.99,0.41,1.38
1552674_at,10.53,2.18,12.56,2.28,1.94,11.37,0.02,7.57,5.69,0,1.54,0,2.36,6.62,5.58,3.11,3.96,5.32,0.23,5.51
1552675_at,0.36,3.21,1.53,0.01,4.98,0.82,9.89,1.15,0.63,1.86,14.4,4.43,2.01,3.36,7.58,8.54,5.51,6.96,1.91,4.44
1552676_at,121.48,141.08,193.35,182.14,72.34,141.17,85.77,313.6,144.53,125.58,65.6,222.87,47.39,46.64,95.77,203.15,98.62,109.72,53.57,7.1
1552677_a_at,2667.38,2958.74,3755.02,2981.35,3351.08,2986.16,2752.4,3057.81,3586.64,3274.11,3578.3,2998.93,3307.52,3647.78,3784.89,3404.19,2452.7,3189.29,3072.67,2674.17
1552678_a_at,14.48,266.28,24.48,137.49,345.36,297.33,334.1,149.97,151.77,106.7,126,3.08,62.84,178.8,250.38,195.1,344.42,476.65,107.96,291.23
1552680_a_at,584.18,514.28,553.07,721.6,558.43,851.23,677.54,504.33,559.26,593.52,588.42,717.72,774.83,847.27,598.59,712.44,716.51,703.12,660.76,689.12
1552682_a_at,1804.59,2031.05,1648.97,1227.22,1551.4,1561.44,1526.94,1295.89,1331.78,1347.32,2060.88,2209.26,3901.84,1376.2,2276.32,1900.87,2386.68,2252.84,1607.39,2391.13
1552684_a_at,1987.09,1976.04,2491.84,2365.02,1809.16,2105.88,2262.39,2021.4,1697.63,2039.29,1788.94,1985.62,1655.51,2385.8,2071.43,2296.4,2229.8,2147.74,2238.78,2213.4
1552685_a_at,380.81,270.58,300.97,345.37,275.93,468.02,227.01,0.46,30.3,289.22,330.95,155.61,143.83,20.7,18.81,175.39,237.4,78.75,150.78,365.68
1552686_at,16.91,165.87,275.18,509.46,227.99,217.65,25.11,0.28,1.6,191.4,185.28,95.8,367.66,35.76,38.39,234.99,33.31,282.05,91.28,4.92
1552687_a_at,0,1.03,0.74,1.84,5.8,1.69,0,0,7.75,0.25,4.59,0.01,0.82,0.34,1.32,1.5,0.02,5.7,0,4.21
1552689_at,339.96,443.29,294.02,214.79,219.08,201.62,351.4,331.92,700.64,343.67,539.13,520.46,197.77,482.7,329.9,457.26,391.39,240.83,314.06,634.12
1552690_a_at,5.67,10.75,0.01,70.58,0.05,28.94,6.81,150.81,0,110.09,2.46,2.74,41.28,22.95,40.59,19.15,37.05,5.16,117.29,0
1552691_at,1.69,0.57,0,0.4,1.81,2.28,0.73,0.83,4.6,4.3,3.92,21.96,1.69,10.92,3.83,0.24,0.01,1.38,3.25,1.8
1552693_at,53.01,48.47,4.1,14.64,4.97,8.12,59.95,4.52,95.8,0.22,202.18,246.75,51.56,208.74,92.93,140.18,180.15,324.04,1.93,237.2
1552694_at,0,2.04,0,8.42,0,9.87,0,0,0,0,0,0.01,3.26,4.44,3.67,7.65,0,0,0,0
1552695_a_at,9.41,5.42,0.01,0,5.73,2.93,0.84,4.46,5.4,1.45,1.82,14.67,0,7.35,4.17,4.21,3.15,2.33,0.01,12
1552696_at,1.55,2.92,1.82,0.48,3.15,0.01,1.05,0.01,0,0.08,10.35,3.91,5.43,0,3.79,3.79,1.09,0,0,0
1552698_at,45.5,29.68,42.93,16.81,17.88,15.29,27.4,52.73,15.77,48.7,39.29,33.9,8.75,7.34,10.45,12.56,10.16,4.37,15.83,12.15
1552701_a_at,1871.96,2299.67,1708.33,2631.99,1589.56,1794.22,1787.07,1604.6,2365.84,1717.8,2064.49,2001.29,4408.82,1627.89,1911.81,1486.08,1734.77,1803.13,1858.58,854.39
1552703_s_at,2.25,0.01,0.01,8.56,7.92,0.01,0,0,0,7.46,0,2.91,0.03,3.02,2.81,6.2,0,1.1,0,4.2
1552705_at,8.63,8.12,3.29,0.02,4.37,4.43,0,5.75,3.8,5.02,4.88,3.51,3.35,6.21,3.55,1.63,1.44,0.01,0.04,3.56
1552708_a_at,2.66,3.9,6.37,1.78,6.57,2.85,1.91,3.78,7.84,0.43,1.64,0,0.49,3,2.75,3.43,2.04,2.22,2.74,2.06
1552711_a_at,0.26,3.43,6.11,5.53,9.44,13.18,9.64,4.25,6.24,5.83,6.15,11.09,6.46,19.42,13.03,3.96,8.7,1.73,0.95,0.26
1552712_a_at,9.25,1.91,14,9.49,4.71,4.83,1.15,6.42,4.2,3.3,5.41,11.27,0.21,3.96,4.47,6.85,7.43,3.64,8.01,6.41
1552713_a_at,239.58,99.14,143.78,71.23,94.09,62.13,116.97,152.31,209.02,166.94,176.68,185.17,180.68,168.03,246.35,107.3,55.62,74.97,91.71,189.45
1552714_at,0.01,4.31,4.2,2.16,3.58,0,0,4.79,2.4,0.05,5.24,4.57,1.45,5.29,2.21,1.25,0,4.52,0.01,3.73
1552715_a_at,94.66,20.51,44.02,7.51,43.82,33.65,5.04,6.98,0.57,9.76,1.79,0,0,0.48,0,0,1.34,0,16.08,1.71
1552716_at,1.85,1.51,1.44,3.53,1.88,1.04,0.25,0.91,1.13,0,4.26,0,1.57,10.32,6.72,0,2.75,1.93,0.02,1.02
1552717_s_at,11.55,5.08,9.9,15.49,5.12,7.04,14.76,4.37,54.59,6.29,71,32.64,17.4,0.01,163.04,13.28,30.63,36.96,25.76,35.06
1552718_at,26.53,10.76,46.93,3.09,58.04,2.14,29.29,19.79,13.41,30.84,18.82,5.51,19.31,20.72,42.8,42.46,45.53,50.61,1.95,8.84
1552719_at,2.36,5.89,0.96,0,1.69,2.26,1.3,0.05,6.74,0.41,1.38,0.02,9.6,3.07,5.07,4.59,1.82,0.81,6.78,6.86
1552721_a_at,8.55,0.87,2.58,4.22,0.79,0.01,1.07,1.62,0.88,0,3.14,3.8,0.03,1.43,4.86,1.93,3.51,0.75,4.49,0
1552722_at,5.9,1.02,2.61,3.36,2.99,4.86,0,0.01,3.39,0,0.28,3.02,12.01,6.15,2.04,0.46,5.96,0,2.6,0.52
1552724_at,0.01,0.01,6.65,2.57,0.48,1.09,3.5,0,3.82,7.01,2.07,4.45,3.6,6.08,5.79,3.62,0,0.01,3.47,0.01
