ID_REF,Breast cancer saliva-1,Breast cancer saliva-2,Breast cancer saliva-3,Breast cancer saliva-4,Breast cancer saliva-5,Breast cancer saliva-6,Breast cancer saliva-7,Breast cancer saliva-8,Breast cancer saliva-9,Breast cancer saliva-10,Healthy control saliva-bc1,Healthy control saliva-bc2,Healthy control saliva-bc3,Healthy control saliva-bc4,Healthy control saliva-bc5,Healthy control saliva-bc6,Healthy control saliva-bc7,Healthy control saliva-bc8,Healthy control saliva-bc9,Healthy control saliva-bc10
202968_s_at,1.41,3.64,0.28,2.21,0,0.81,1.17,1.15,1.27,0.01,0,0.49,3.23,0,0.89,2.77,0,0,9.07,0
202969_at,0.36,3.13,0,0,2.3,0.69,0,7.59,3.44,6.77,0,3.7,0,0.39,0,0,3.11,1.64,0,0
202970_at,1637.21,1335.74,1765.2,1972.16,1466.63,1674.75,1713.04,1610.08,1040.22,1703.68,1663.72,1490.32,1398.27,1692.9,1922.84,1824.04,2344.01,1258.71,2398.39,1465.1
202971_s_at,0.36,2.99,7.61,2.88,3.23,0.33,2.2,0,3.14,8.52,0,10.86,0.02,0.01,0.02,0,8.27,0,5.6,0.72
202972_s_at,58.01,159.33,222.66,176.51,215.84,249.87,206.7,153.44,101.74,167.5,235.05,147.76,66.49,4.44,20.9,93.12,58.17,54.86,81.55,28.04
202973_x_at,272.18,195.3,197.72,234.27,157.1,408.52,176.59,196.54,164.88,225.06,175.27,192.26,148.29,147.25,128.19,182.06,257.91,134.98,242.19,28.12
202974_at,7.61,0.95,14.97,0,5.31,2.86,3.2,3.55,1.94,0,0,0.92,1.66,28.04,1.13,5.16,4.07,1.65,0.69,5.82
202975_s_at,0,0,1.34,1.46,1.48,0.74,8.81,5.78,2.8,0.01,2.47,2.84,4.07,4.57,1.19,2.96,4.16,0.97,0.79,2
202976_s_at,1.77,4.05,0.01,2.64,1.57,0.03,0.99,0.07,1.53,0.73,2.51,0,7.22,4.46,2.89,5.31,2.36,3.29,3.94,2.93
202977_s_at,4.87,3.12,1.69,0.7,6.2,22.45,1.62,22.82,4.33,6.71,4.56,3.3,5.37,7.54,9.96,7.85,10.26,2.2,0,3.41
202978_s_at,63.31,35.04,8.74,32.39,207.37,14.57,14.9,16.69,42.82,8.12,74.94,83.22,40.46,135,138.29,166.36,139.05,104.74,1.08,39.58
202979_s_at,5.89,0,3.73,2.33,0.63,1.01,2.83,2.65,0.68,9.41,7.06,2.63,0,0.04,0.08,3.35,1.39,0,0.01,0.8
202980_s_at,0,0,3.46,0,0,0,0,0,0,4.81,2.96,6.12,0,0,0.77,0.01,3.92,4.39,0,7.89
202981_x_at,0.01,3.52,0,3.7,0.18,0,0.02,0.01,8.8,2.07,0,4.59,0,12.38,0.91,0.01,0.01,2.3,2.28,2.68
202982_s_at,3.92,0.14,0.97,2.29,7.1,2.93,0,0,6.41,0,5.97,0,6.9,0,7.03,0.01,0,0,3.27,0
202983_at,0.01,1.37,6.34,0,0,0.02,2.61,6.56,2.18,4.2,0.01,2.66,0.9,4.18,6.87,5.05,3.8,1.54,2.47,0.01
202984_s_at,1.8,8,0.01,0.02,4.57,1.25,3.24,3.81,0.44,2.22,3.51,0.07,0,1.17,3.5,0.01,0,4.42,1.14,0.4
202985_s_at,214.05,517.19,240.58,458.46,311.85,359.17,672.08,317.39,212.37,348.75,193.1,452.52,571.1,242.61,571.54,409.38,186.06,355.78,1090.21,489.65
202986_at,0,3.59,4.05,0.51,0.47,0.5,4.58,2.1,0.4,3.37,0.09,0,4.83,7.6,0.9,0.03,5.25,4.3,3.34,3.31
202987_at,3.61,0.01,8.8,4.28,6.31,1.92,3.05,2.22,8.63,0.92,21.25,3.15,3.37,8.75,1.92,4.39,7.97,12.44,12.51,0
202988_s_at,4.44,2.09,0,3.29,0,2.44,0.1,0.45,2.61,0,0.01,2.74,1.04,1.51,1.02,3.03,0.24,1.61,0,3.8
202989_at,4.78,8.69,0,0,0,0.51,0,1.44,0,0,0,2.31,0,0,0,0,0,0,1.27,0
202990_at,304.69,224.31,257.38,292.57,221.36,235.26,372.4,102.78,210.54,338.28,395.59,280.99,299.34,217.78,392.22,480.91,178.88,134.67,478.57,133.84
202991_at,1.08,0.61,0,0,0,0.48,4.16,0,0,9.16,0,23.38,5.72,0,2.19,0,0,0,6,0
202992_at,0,0,0,4.87,0,0.82,0.17,0,0,0,24.03,0,0,0.27,0,0.76,0.39,1.04,7.12,9.58
202993_at,204.68,128.68,150.9,54.68,119.41,187.08,50.09,132.51,78.33,207.58,122.37,59.95,57.55,28.86,25.72,77.34,62.97,17.16,343.34,2.63
202994_s_at,137.22,165.19,299.71,114.84,194.3,141.91,110.92,115.05,213.92,266.43,217.17,213.58,59.43,107.34,127.75,82.89,208.23,132.93,310.1,103.61
202995_s_at,0.02,2,0.36,1.4,0,1.32,0.01,0.31,7.19,0.01,0,12.59,0,0.01,3,0.48,0.02,1.58,0,0.72
202996_at,2.51,2.13,4,1.93,6.8,20.57,24.03,0,0.02,0,0.21,0,1.54,3.53,1.81,5.9,3.28,6.51,4.96,7.8
202997_s_at,5.15,3.44,4.64,1.87,1.42,6.62,2.08,5.46,4.12,2.65,0.02,1.1,5.68,6.82,1.23,0.01,4.81,6.13,9.25,2.08
202998_s_at,5.26,0.01,3.81,0.27,2.48,2.18,9.62,0.01,0,0,3.73,14.46,4.29,3.61,3.34,10.92,6.8,2.35,5.34,8.59
202999_s_at,178.4,87.93,152.09,61.53,80.08,52.95,96.38,147.65,58.1,133.16,82.41,155.54,27.73,64.77,28.99,64.51,20.23,28.44,86.15,108.94
203000_at,109.02,173.42,259.41,328.79,184.1,317.14,374.86,109.19,0.01,98.91,37.38,191.2,312.96,73.47,17.39,245.31,120.84,301.86,336.52,102.07
203001_s_at,3.92,0.96,1.1,0,0,0,0,1.05,1.54,2.29,0.32,1.79,0.8,0.15,0,0,1.06,1.1,0.67,0.96
203002_at,3.27,6.13,3.94,5.46,0.06,6.51,1.73,1.53,7.45,1.18,26.95,1.17,2.34,3.66,22.63,3.32,12.61,13.3,3.36,2.11
203003_at,134.15,75.87,56.02,33.69,12.18,26.77,9.7,98.49,53.19,80.67,66.07,90.15,15.59,31.76,86.89,76.37,105.12,32.72,0.27,53.63
203004_s_at,7.9,20.46,46.96,57.34,90.22,129.08,32.88,86,35.67,80.11,36.87,1.46,0.5,0,0.69,61.94,6.66,0.01,0.91,137.96
203005_at,232.35,602.09,285.36,557.49,421.27,713.04,546.88,369.94,129.03,635.65,180.48,306.41,156.93,0.56,488.45,99.55,134.99,351.6,391.98,0.1
203006_at,3.86,4.67,0,18.72,0,2.73,8.15,56.29,1.25,0.7,0.55,0.01,30.91,2.61,2.3,3.71,42.49,11.29,5.43,1.75
203007_x_at,8.21,0.01,0.51,14.31,0.01,10.85,26.68,7.92,0,6.61,0,9.97,3.83,0.01,0,8.35,0.01,4.87,12.62,0.4
203008_x_at,0.01,6.56,12.02,0,0.02,0,5.77,0.02,4.63,2.58,2.79,6.22,0,4.73,6.1,2.81,0.32,1.79,4.69,0
203009_at,0,4.81,9.96,24.49,0,2.3,3.64,15.45,27.64,6.95,13.7,70.08,27.38,0.02,0.01,108.18,10.47,104.64,49.6,96.41
203010_at,6.35,0,6.62,5.3,5.11,0.03,0.45,2.73,0.01,1.2,5.74,7.36,0,0.01,3.77,0.08,0.71,0.03,2.13,1.03
203011_at,0.6,4.92,3.35,1.35,0.01,0,5.55,0,0,5.86,0.01,8.85,0,0,0.52,0.01,0,4.16,0,0
203012_x_at,6.04,1.06,0.01,0.02,66.26,1.25,2.32,3.07,2.87,3.17,6.71,0,0.01,4.41,0.02,12.03,3.99,2.64,0.06,0.01
203013_at,9.43,6.56,6.01,4.17,3.24,2.68,32.92,9.74,9.75,4.89,24.2,1.33,2.05,25.03,26.15,7.88,14.91,6.82,0.03,1.97
203014_x_at,0.21,0,0,1.54,1.32,2.09,2.71,1,4.07,0,0,10.49,0,3.15,0.02,3.91,6.86,8.66,4.86,2.76
203015_s_at,0.01,1.59,1.95,3.62,6.11,1.97,5.72,0.61,5.2,0,0,0.43,0,8.68,0,1.2,0,0,1.97,3.74
203016_s_at,1113.95,1051.25,952.2,1057.4,1385.47,1416.51,616.07,593.3,814.22,2034.94,412.04,589.03,495.91,645.14,804.42,494.81,581.66,380.18,721.9,301.64
203017_s_at,1.01,0,2.72,0,1.67,0.36,0,0,1.74,0.66,0.02,3.11,2.33,5.93,1.79,1.99,9.11,0.45,3.18,2.64
203018_s_at,0,1.71,1.82,9.07,3.86,0,4.27,5.64,0,0.12,0,0.41,1.68,4.6,4.53,2.07,0.9,0,0,0
203019_x_at,0.01,0,53.94,69.33,0.01,0.01,0.01,5.45,6.13,26.5,0,0,0.01,19.96,91.03,0.01,16.44,2.08,13.16,0.01
203020_at,6.58,9.43,11.26,6.87,4.65,3.58,58.93,6.27,4.03,15.6,5.81,1.84,3.08,111.76,122.89,4.38,13.92,3.85,2.88,26.77
203021_at,4.11,0.01,12.23,1.53,0.47,8.08,0.79,0.01,0,0.57,1.67,3.81,2.34,3.67,2.72,8.19,0.07,8.4,0.39,6.22
203022_at,23.79,46.37,0.04,351.55,47.13,26.64,17.29,342.1,138.38,0.08,46.51,108.14,47.89,62.68,37.02,59.07,24.84,65.25,11.75,162.07
203023_at,154.04,29.61,70.97,90.58,0.93,4.87,77.23,24.8,89.11,9.77,384.13,501.59,72.19,322.88,218,279.33,362.33,488.11,27.53,135.38
203024_s_at,2.93,0,6.35,0.02,0,0,0,6.07,1.48,3.64,0,1.92,5.38,13.46,4.7,0.99,3.33,0.01,4.25,0
203025_at,865.73,1121.76,876.23,1538.2,1063.94,1374.48,763.72,983.53,902.87,805.72,638.71,885.19,917.7,1154.52,1009.18,817.87,1111.88,1044.38,912.15,1678.33
203026_at,3.79,8.23,2.86,3.1,0.6,11.52,5.94,2.52,2.8,9.43,12.3,7.3,2.61,3.37,3.82,11.88,3.1,4.84,6.15,2.8
203027_s_at,4.77,0,3.78,1.21,0.26,6.9,0,0,7.77,0,0.46,2.68,0.01,4.58,0.01,0,1.88,0,4.08,0.87
203028_s_at,0.49,0.01,17.34,0,4.65,0,0.81,0,3.69,0.81,4.54,3.4,1.41,0,4.39,0,0.91,0.01,3.68,0
203029_s_at,0.01,0,1.57,7.44,1.55,0,4.89,0,5.22,9.27,0.33,0.02,2.81,3.59,2.69,0,4.75,5.16,3.54,0.01
203030_s_at,82.64,16.56,17.5,5.35,5.91,23.89,107.25,58.86,5.89,0.02,16.02,9.37,10.35,3.48,13.16,24.48,0.02,0.02,0.02,6.57
203031_s_at,4.27,3.81,0.96,0,4.82,2.91,7.75,7.4,3.2,6.23,5.12,5.3,6.15,5.68,5.48,9.22,3.21,7.09,0.01,0.01
203032_s_at,1.01,4.72,0.99,3.22,2.66,0,0.45,4.64,1.07,0,0,0,0.52,0,0.72,0.48,0,0.01,0,3.74
203033_x_at,0,0.21,0,3.38,9.15,2.64,0,0.01,1.85,3.35,0.18,2.72,0.01,0.95,2.69,0.03,2.93,4.36,1,2.32
203034_s_at,7.12,6.86,4.99,6.99,6.77,0.01,0,10.77,0,1.46,6.8,0.16,0.48,6.97,0.55,4.06,3.22,6.99,0,0.05
203035_s_at,0,2.7,0,7.92,0.06,1.95,0,0.98,0.01,0.29,1.96,2.41,0,1.48,3.21,1.27,0.14,5.98,0.54,2.43
203036_s_at,11.21,4.68,0.03,19.45,7.28,0,1.43,0.78,2.82,2.23,0.04,0,1.71,0,0.04,8.25,0.01,0.81,7.09,1.14
203037_s_at,51.61,155.6,3.06,16.59,31.36,38.26,340.42,53.01,0.66,96.56,41.56,232.91,0.04,161.8,258.01,148.14,402.03,73.34,0,59.27
203038_at,0.4,162.9,4.64,149.26,102.94,2.45,186.58,3.85,0.83,4.12,182.01,299.88,205.67,116.4,64.33,9.57,2.83,4.51,68.79,1.38
203039_s_at,0,0,0,0,2.22,8.64,0,0,3.89,0,0,0.01,3.93,0,0.01,0,0,0.01,0,0
203040_s_at,0.01,6.44,0.75,3.02,3.95,4.21,4.68,0.76,0,1.52,7.39,3.21,3.16,4.21,4.33,2.3,0.01,4.38,2.57,3.73
203041_s_at,1.43,1.05,0,0,0.78,0,0.45,0,4.52,1.98,0,1.5,1.16,0.01,0.78,0,1.63,0,0,5.27
203042_at,0.01,0.01,1.72,0.01,1.53,0.02,0,1.28,2.5,0,4.68,4.54,0,3.72,2.3,0.86,9.47,0,2.42,12.15
203043_at,0.01,0,4.05,0,5.38,0,0,0.01,5.22,3.91,0,0.01,0,1.74,3.51,5.89,4.76,0,0,3
203044_at,1360.46,1620.57,1349.06,1604.8,1072.49,1715.56,1611.65,1264.9,1163.1,1384.11,933.01,1467.4,1247.71,553.95,1773.91,1353.91,1317.66,938.41,925.44,1319.33
203045_at,2.33,2.42,1.39,0,0.01,0,0.06,0.01,0,11.97,0,0,0,0,0.27,0,7.74,2.52,0.01,0
203046_s_at,6.94,2.24,2.45,5.17,4.21,14.13,8.96,2.7,4.16,4.68,31.03,2.88,9.2,16.07,20.46,31.26,5.66,1.84,1.92,17.16
203047_at,4.28,0.67,4.14,3.48,1.87,0.77,0.01,2.2,0.63,0.55,2.75,2.26,2.1,3.15,0,2,1.95,0.69,0.01,0.04
203048_s_at,61.44,9.57,2.01,13.95,13.9,23.53,48.08,3.59,1.2,1.54,14.44,15.22,3.53,4.69,16.68,4.97,4.62,5.92,4.05,3.73
203049_s_at,7.22,1.04,0.36,0.01,9.9,3.79,1.9,0,2.96,7.4,8.34,3.45,2.27,4.87,3.57,0.02,6.89,1.13,6.86,0.01
203050_at,1.55,5.44,1.83,0,0.01,6.8,0.01,0.01,0,5.08,3.25,1.18,0.01,3.12,0,7.42,4.31,0.48,2.04,4.54
203051_at,1413.39,1174.06,1099.7,1355.21,1331.24,1085.31,1342.52,1414.67,1267.78,1189.71,1409.5,953.88,730.72,1079.77,923.82,975.55,987.69,1048.93,1657.27,1248.92
203052_at,3.23,36,0.34,4.34,0,1.36,0.94,0,1.43,52.2,7.74,1.73,3.44,0,5.36,45.21,0.76,1.74,0,0
203053_at,2809.71,1652.94,1935.91,2058.34,2273.62,1998.31,3113.2,2358.45,2364.14,2271.76,3056.03,3047.41,3001.3,3146.43,2379.86,3040.7,1806.34,3415.87,2008.5,3810.53
203054_s_at,4.59,2.38,1.57,14.74,1.32,32.89,3.69,9.16,68.73,2.67,40.47,12.35,3.16,14.73,93.77,10.7,67.75,35.56,16.81,1.66
203055_s_at,75.87,43.41,23.1,98.34,87.54,8.45,48.1,75.87,19.49,81.71,22.74,0.02,18.56,46.84,0.02,18.1,6.41,27.39,7.33,48.48
203056_s_at,13.63,7.48,27.46,13.54,35.11,8.18,26.46,38.55,65.19,50.35,26.63,57.27,4.29,14.64,93.7,13.1,55.34,101.91,14.68,150.09
203057_s_at,3.86,8.41,4.28,6.85,0,8.99,6.18,0.16,0,0.01,0.01,0,2.3,6.21,1.56,4.85,2.38,0.02,0.01,0.04
203058_s_at,0.02,2.42,5.55,1.07,0.01,0,2.85,2,11.16,0,0.3,0,5.37,2.18,5.06,3.27,18.97,1.52,0,4.26
203059_s_at,4.75,0,1.53,0,0,0.24,0,1.71,0.01,2.46,0.01,10.07,0.73,0.95,3.5,4.83,3.36,0.82,6.92,7.2
203060_s_at,3.82,0,3.33,4.71,4.93,3.16,0.01,4.4,0,4.12,4.75,5.11,0.34,9.15,0,8.61,4.91,0,0,1.78
203061_s_at,0.02,0.01,0.79,0.98,1.92,6.57,3.77,9.57,1.52,0,2.11,2.67,4.75,1.4,4.62,8.8,1.46,5.64,1.33,3.91
203062_s_at,0.8,0.04,4.18,3.61,2.16,0.31,1.19,0,3.82,1.31,0.25,1.55,4.09,0.01,3.82,7.79,6.1,0,2.65,4.34
203063_at,47.2,218.35,18.82,405.56,69.39,236.62,31.33,661.89,256.04,49.31,129.08,8.13,1.3,198.78,159.41,80.95,67.56,187.52,156.62,586.94
203064_s_at,1015.72,811.03,1161.16,1068.16,1060,784.72,746.42,917.72,700.62,1341.9,925.73,775.76,762.66,1152.32,846.1,819.66,892.5,614.72,621.65,781.98
203065_s_at,2.71,6.1,0,7.45,2.38,0.01,0.22,0.01,1.14,0.01,3.13,5.19,6.3,0.01,2.23,1.71,6.46,4.12,4.37,2.65
203066_at,23.36,18.14,541.22,367.1,291.78,143.77,410.97,223.84,86.97,317.86,203.2,174.43,370.71,119.1,60.88,306.92,380.93,325.89,245.67,6.11
203067_at,1.5,3.67,0.01,8,5.27,3.62,0.59,1.15,0.54,0,1.41,0,3.04,4.17,1.94,2.74,3.36,2.57,5.94,2.51
203068_at,52.19,21.94,20.26,18.33,14.7,2.66,0,50.71,6.84,32.63,1.92,0,10.71,0,2.6,5.61,0.87,0.77,7.42,0.01
203069_at,10.87,3.04,2.33,1.9,0,4.27,0,1.12,2.69,3.66,2.7,1.5,1.17,2.57,0.01,0.65,1.6,6.34,2.68,7.86
203070_at,4.35,199.42,97.2,312.05,223.79,158.24,240.94,100.96,230.94,0.53,46.09,4.72,101.61,64.23,69.13,118.14,250.9,113.83,237.05,31.78
203071_at,0.24,6.84,0.44,8.77,4.53,7.15,4.31,2.8,0.16,0.01,16.16,2.53,2.97,6.24,7.25,9.34,8.43,0.01,2.42,1.21
203072_at,0.93,0,4.29,5.11,2.17,0.19,5.68,7.57,0,9.09,0,0.13,0.57,4.61,0.45,0.98,0.59,2.18,2.98,24.41
203073_at,372.12,473.67,421.74,318.93,401.55,288.57,607.83,450.97,1084.75,250.64,844.39,871.17,962.45,1117.36,1393.45,1181.88,1336.9,942.71,294.93,1326.42
203074_at,501.11,378.11,297.57,201.92,542.73,371.73,516.04,515.84,574.34,452.21,818.8,652.09,638.09,582.15,645.23,428.33,752.7,228.18,285.66,328.32
203075_at,0,0,3.33,2.1,6.12,0,1.61,0,0,0,4.05,0,0,20.79,0,2.21,0.79,0,0,1.53
203076_s_at,1.72,6.82,4.43,1.95,0,0.74,0,2.22,0.01,0.65,0.34,0,0,5.76,0.13,0.01,1.31,0.09,0.01,5.35
203077_s_at,3.69,4.13,0,0.3,0,0,2.37,3.34,5.41,1.07,1.91,3.3,3.43,6.91,3.66,2.72,2.45,5.36,1.59,26.7
203078_at,3.66,0.02,11.47,0.04,7.51,0.01,5.78,0.73,8.22,0.59,3.23,0.5,3.36,3.42,2.98,10.61,0.04,0.02,3.67,1.54
203079_s_at,3.94,1.61,4.49,3.34,0.78,5.47,6.84,2.21,4.83,10.59,8.15,3.94,3.16,3.22,8.18,5.6,4.51,6.58,7.16,10.86
203080_s_at,4.83,7.49,6.66,6.95,9.85,2.71,0.01,3.13,3.12,0.35,5.2,8.85,4.97,9.89,4.4,2.5,3.44,3.58,5.67,0.01
203081_at,2.6,7.7,20.49,7.58,5.74,4.21,4.05,8.85,9.16,3.02,2.72,3.29,3.2,2.07,3.16,2.74,6.88,5.48,9.6,3.64
203082_at,6.36,0,0.03,4.37,1.91,11.56,1.88,5.45,0.04,0,0,0.01,0.01,0,1.95,3.4,7.56,5.07,1.18,2.44
203083_at,34.61,0.01,29.88,69.37,153.71,51.73,41.61,24.36,26.15,7.57,93.25,69.25,18.49,340.12,0,34.71,0.02,62.06,38.68,67.4
203084_at,0.27,1.99,0,0.43,0,1.59,1.59,0,5.74,6.81,0.21,0,5.79,0.85,4.19,4.26,4.7,2.68,3.5,2.35
203085_s_at,2539.11,2990.89,2735.27,2848.48,2651.65,2490.8,2862.87,2745.91,2463.3,2962.17,2797.48,3103.74,2506.46,2629.77,3283.4,2575.44,2849.3,3786.62,3219.82,4536.63
203086_at,879.22,564.25,600.75,802.86,614.17,773.01,578.18,596.92,913.79,693.21,876.38,656.54,726.85,623.29,639.91,458.69,732.33,441.72,640.12,1057.01
203087_s_at,9.16,2.44,5.65,3.41,0.02,7.68,6.38,2.6,4.94,7.16,1.1,7.42,3.13,0.01,8.43,0,9.65,3.08,5.11,4.65
203088_at,0.95,5.79,0.61,2.56,4.8,2.16,0.58,3.99,0.01,0,4.09,0,0.06,4.44,2.5,3.11,5.28,3.43,2.76,0.01
203089_s_at,65.6,29.93,38.51,82.25,41.76,24.12,34.05,82.53,49.34,50.4,38.94,62.26,23.34,47.85,13.11,33.19,16.23,26.53,18.08,71
203090_at,16.74,0.01,4.22,3.09,1.38,63.44,14.45,10.14,16.77,4.71,28.08,5.93,8.16,5.43,11.7,3.14,2.75,45.83,6.17,8.12
203091_at,328.88,372.78,200.19,711.63,564.37,274.56,261.04,324.07,102.12,449.19,227.07,198.61,493.48,209.38,95.66,666.26,442.61,30.79,891.34,345.51
203092_at,4.61,4.02,6.93,7.53,2.31,0.49,2.04,0.25,0.89,1.01,1.46,0.67,4.71,1.08,4.3,3.13,2.4,0.01,0.03,4.79
203093_s_at,15.39,10.11,5.98,3.42,8.9,10.79,8.19,5.79,10.83,14.48,6.76,2.4,3.91,3.49,12.29,1.73,7.69,3.23,5.01,13.81
203094_at,381.99,983.44,853.44,779.85,914.88,837.26,758.61,673.46,801.14,808.67,1227.11,808.17,568.53,212.61,872.03,503.93,546.62,728.58,704.22,96.54
203095_at,4.73,4.38,1.86,2.52,0.8,4.26,5.14,2.35,1.88,0.28,2.15,6.09,2.23,5.03,7.54,1.22,14.9,13.71,6.73,0
203096_s_at,11.35,9.11,4.97,5.56,3.71,0.57,1.25,3.83,7.15,2.9,2.98,7.29,1.25,5.65,9.3,11.39,0.01,4.57,7.16,2.05
203097_s_at,5.97,1.22,1.48,4.19,5.61,6.74,1.77,0.01,4.09,0,1.42,0,1.27,3.75,0.25,0.33,0,0.48,8.41,49.19
203098_at,0,3.07,191.3,104.03,94.47,0.02,0,246.52,0.06,0,15.79,0.26,87.27,2.98,1.71,0,25.06,109.16,0.02,4.96
203099_s_at,10.45,0,0,4.65,2.3,0,4.66,6.02,0.19,5.27,0.49,3.17,1.6,2.95,1.45,1.4,0.24,0,0,7.2
203100_s_at,32.94,8.43,31.8,9.16,3.7,13.87,58.12,5.37,7.44,8.64,19.49,2.84,5.55,8.92,9.25,4.06,21.18,9.39,9.16,13.71
203101_s_at,1.79,2.54,0.19,2.48,5.04,0.46,0,0,2.61,0,0,0.62,0,11.84,0,0,2.79,2.83,0,0.35
203102_s_at,1.01,0,0.01,0.01,0.5,5.41,5.3,0.02,3.38,2.82,2.32,1.26,3.25,1.18,6.53,5.07,4.51,2.97,0,10.8
203103_s_at,2.77,11.18,0.57,0.13,5.3,0.34,2.08,4.41,1.06,2.76,0,0,0.07,6.71,4.68,7.08,1.46,4.43,2.37,0.07
203104_at,5059.3,5008.59,4760.35,4618.53,4807.51,4387.84,5042.15,3688.55,5310.1,4831.66,5195.28,5578.26,4483.05,5391.37,5764.59,5248.86,5306.14,5575.72,5098.22,5315.11
203105_s_at,0.73,0,1.36,3.12,0.47,2.89,0.92,0,0,1.66,0,0.42,1.61,0,0.03,2.17,0.06,0,0.17,0.55
203106_s_at,0.05,4.17,0.41,1.34,0.52,0.2,2.14,0.28,7.13,0.2,2.69,1.97,0,6.04,0,0.71,0,2.2,10.67,0.6
203107_x_at,25.27,5.93,5.3,10.12,6.91,4.86,5.76,4.11,16.93,4.08,15.34,24.56,6.08,9.8,1.44,7.23,5.12,2.43,13.41,6.1
203108_at,199.98,10.79,3.15,32.45,4.73,3.81,9.02,1.03,96.19,31.08,115.62,3.16,11.25,2.89,122.69,40.07,98.42,53.72,3.43,27.69
203109_at,5.09,7.16,2.93,10.16,4.59,0,1.1,5.43,2.31,2.83,3.41,0.05,8.2,2.92,4.35,4.72,2.3,0.03,2.43,8.6
203110_at,14.39,0,0,0,0,1.03,0,3.87,0,0,0.96,0.62,0.74,1.21,1.15,4.68,0.01,4.8,4.25,15.05
203111_s_at,126.74,238.26,216.32,183.53,178.1,404.38,0.16,0.77,54.92,204.49,0.35,97.66,202.96,0.07,54.4,379.54,38.43,28.91,101.16,0.12
203112_s_at,3.13,7.38,3.31,2.88,7.29,10.12,5.49,5.45,3.75,5.46,0.01,2.48,0.02,4.3,0.23,2.81,3.42,5.93,2.01,0.01
203113_s_at,744.31,1060.6,663.69,865.27,1195.81,729.59,1215.3,946.13,739.71,699.97,855.58,859.06,967.81,552.94,1285.96,621.32,816.18,1084.17,1261.95,690.6
203114_at,0.63,0,0,3.82,0,0,0.01,0.91,3.34,1.92,0.25,0.2,0,2.46,0,0,0,4.5,5.23,1.17
203115_at,0,2.27,0,0,0,0,0,0,8.17,0,2.49,0.92,0.01,6.95,0,6.02,3.61,0,5.16,0
203116_s_at,422.63,0.74,220.16,175.19,0.72,2.7,328.49,456.81,187.23,568.6,120.59,407.24,293.17,505.58,147.37,275.49,190.45,157.06,345.3,543.83
203117_s_at,39.74,74.67,47.05,36.4,91.44,73.27,9.64,5.3,99.1,72.82,49.3,9.55,17.42,82.68,35.45,38.21,30.49,38.49,17.37,31.48
203118_at,1.75,0,13.95,0.01,4.13,32.99,43.64,1.85,96.39,0.88,1.53,0.12,10.89,0.01,0.47,3.35,0,5.03,2.27,0
203119_at,0,0,3.28,0,0,3.39,0,0,0,0,0,0.01,5.36,1.16,5.45,4.37,0,6.06,0.71,0
203120_at,10.37,9.04,24.54,24.63,199.8,48.34,12.07,7.73,53.14,2.5,68.9,43.06,74.78,38.07,31.55,92.35,67.85,34.99,8.94,283.07
203122_at,6.51,1.98,6.03,0,0.01,3.21,0,0.01,3.13,3.62,0.01,2.26,0.84,0.48,0.43,1.54,0,0,0,0
203123_s_at,9.01,9.07,34.01,3.02,2.94,10.74,0.33,6.9,4.08,2.19,9.41,12.12,9.37,1.2,2.4,3.91,0.99,3.05,1.61,4.02
203124_s_at,2295.26,1922.09,2103.64,2015.19,1797.77,2125.92,2034.1,1894.27,1964.33,1921.32,1997.03,1865.44,1246.56,2249.04,2194.44,1505.81,2072.1,1716.48,1754.7,1970.8
203125_x_at,68.22,70.25,48.03,64.02,71.69,139.68,88.28,413.13,509.39,344.92,284.12,170.2,68.89,153.47,65.15,209.73,195.73,146.17,24.17,530.26
203126_at,0,0.08,0.01,3.5,2.2,0.61,1.55,0,0.24,1.87,1.91,2.75,0.7,0,4.02,1.84,0.35,2.75,2.86,0.43
203127_s_at,3.76,6.77,1.96,0,5.16,2.39,2.83,4.65,0.02,2.29,2.85,15.4,4.6,0,1.51,0,0.76,2.81,2.58,7.21
203128_at,173.24,129.24,112.31,360.98,84.02,239.5,108.79,153.57,254.8,500.51,428.24,348.47,412.75,116.58,172.98,377.01,377.39,642.31,212.05,566.82
203129_s_at,0.14,121.43,43.58,0.01,15.28,0.01,38.38,0.01,5.04,0.01,0,10.26,2.76,24.32,0.01,170.04,30.46,19.76,132.37,9.87
203130_s_at,4.56,5.92,4.83,0,3.99,0,0.01,4.36,0.01,0,1.65,0.75,0,0,0.01,1.59,1.72,0,5.83,9.81
203131_at,0,1.98,0,0,3.87,0,0,30.73,0,0,2.15,5.62,13.16,0,1.2,0,0,0,0,0.63
203132_at,0.04,49.44,173.38,0.07,23.56,0.03,0.05,108.89,49.99,14.26,0.06,51.57,16.39,126.84,135.4,15.6,147.37,320.24,198.59,162.72
203133_at,0,0.01,0.01,0.25,6.46,0.01,9.15,0,0,0,0.5,8.49,11.23,0.1,4.36,0,0,1.7,1.03,0
203134_at,1.99,7.55,0.2,3.62,0,0.01,0,3.73,3.18,0,0,2.84,2.62,15.1,3.82,0,0.62,1.02,0.02,0
203135_at,1.38,6.76,7.94,1.66,3.07,3.1,3.67,0,0.01,0.87,6.85,0.14,0,3.9,2.61,0.01,13.23,4.68,18.27,0
203136_at,5.69,2.56,0,0,0.01,3.74,6.99,10.78,5.34,0.73,0.02,1.65,5.5,3.6,0.71,3.52,8.94,5.41,6.36,6.87
